#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0044237	cellular metabolic process	79	8432	0.18	0.0021	3702.AT1G01280.1,3702.AT1G06040.1,3702.AT1G06680.1,3702.AT1G07320.1,3702.AT1G11050.1,3702.AT1G15550.1,3702.AT1G23820.1,3702.AT1G26930.1,3702.AT1G27320.1,3702.AT1G31330.1,3702.AT1G49970.1,3702.AT1G50420.1,3702.AT1G50480.1,3702.AT1G51510.1,3702.AT1G59900.1,3702.AT1G63000.1,3702.AT1G66170.1,3702.AT1G66340.1,3702.AT1G75270.1,3702.AT1G75950.1,3702.AT2G01430.1,3702.AT2G02860.1,3702.AT2G26450.1,3702.AT2G26640.1,3702.AT2G26830.1,3702.AT2G27710.1,3702.AT2G36710.1,3702.AT2G37040.1,3702.AT2G40890.1,3702.AT2G41480.1,3702.AT2G43590.1,3702.AT3G10620.1,3702.AT3G10870.1,3702.AT3G12500.1,3702.AT3G18040.1,3702.AT3G20970.1,3702.AT3G52590.1,3702.AT3G54690.1,3702.AT3G54940.2,3702.AT3G55520.1,3702.AT3G61470.1,3702.AT4G01850.1,3702.AT4G03210.1,3702.AT4G05160.1,3702.AT4G09820.1,3702.AT4G10320.1,3702.AT4G10340.1,3702.AT4G24690.1,3702.AT4G33260.1,3702.AT4G37790.1,3702.AT5G04870.1,3702.AT5G06460.1,3702.AT5G06720.1,3702.AT5G06950.1,3702.AT5G09860.1,3702.AT5G13780.1,3702.AT5G14620.1,3702.AT5G15180.1,3702.AT5G16790.1,3702.AT5G18070.1,3702.AT5G19330.1,3702.AT5G19730.1,3702.AT5G20910.1,3702.AT5G21326.1,3702.AT5G23250.1,3702.AT5G35530.1,3702.AT5G36160.1,3702.AT5G39320.1,3702.AT5G51720.1,3702.AT5G51940.1,3702.AT5G56280.1,3702.AT5G56780.1,3702.AT5G58290.1,3702.AT5G64120.1,3702.AT5G64330.1,3702.AT5G64960.1,3702.AT5G66460.1,3702.AT5G67480.2,3702.ATCG00740.1	CYP703A2,STO,PSBP-1,RPL4,AT1G11050,GA3OX1,SPDS1,AT1G26930,HK3,PSAF,CLPR1,SCL3,THFS,Y14,At1g59900,NRS/ER,MMD1,ETR1,DHAR2,SKP1,HB17,SUT2,AT2G26450,KCS11,emb1187,AT2G27710,AT2G36710,PAL1,CYP98A3,AT2G41480,AT2G43590,NUDX26,MES17,HCHIB,MPK9,NFU4,UBQ1,SETH3,AT3G54940,AT3G55520,LHCA2,SAM-2,XTH9,AT4G05160,TT8,AT4G10320,LHCB5,NBR1,CDC20.2,HAT22,CPK1,UBA2,PA2,AHBP-1B,THO1,AT5G13780,DRM2,AT5G15180,THO7A,DRT101,ARIA,AT5G19730,AIP2,CIPK26,AT5G23250,AT5G35530,AT5G36160,UDG4,NEET,NRPB6A,CSN6A,ET2,RPT3,AT5G64120,NPH3,CDKC2,MAN7,BT4,RPOA
GO:0071555	cell wall organization	13	503	0.62	0.0022	3702.AT1G63000.1,3702.AT1G66340.1,3702.AT2G20750.1,3702.AT2G26450.1,3702.AT2G36710.1,3702.AT4G03210.1,3702.AT4G28250.1,3702.AT5G03280.1,3702.AT5G15180.1,3702.AT5G19730.1,3702.AT5G60930.1,3702.AT5G64120.1,3702.AT5G66460.1	NRS/ER,ETR1,EXPB1,AT2G26450,AT2G36710,XTH9,EXPB3,EIN2,AT5G15180,AT5G19730,AT5G60930,AT5G64120,MAN7
GO:0016043	cellular component organization	31	2271	0.34	0.0029	3702.AT1G01280.1,3702.AT1G29150.1,3702.AT1G49970.1,3702.AT1G63000.1,3702.AT1G66170.1,3702.AT1G66340.1,3702.AT1G75950.1,3702.AT2G20750.1,3702.AT2G26450.1,3702.AT2G31660.1,3702.AT2G36710.1,3702.AT3G20970.1,3702.AT3G49650.1,3702.AT4G03210.1,3702.AT4G10340.1,3702.AT4G24690.1,3702.AT4G28250.1,3702.AT4G34660.1,3702.AT5G03280.1,3702.AT5G14620.1,3702.AT5G15180.1,3702.AT5G19730.1,3702.AT5G22350.1,3702.AT5G23040.1,3702.AT5G26980.1,3702.AT5G35700.1,3702.AT5G56280.1,3702.AT5G60930.1,3702.AT5G64120.1,3702.AT5G66460.1,3702.AT5G67480.2	CYP703A2,ATS9,CLPR1,NRS/ER,MMD1,ETR1,SKP1,EXPB1,AT2G26450,SAD2,AT2G36710,NFU4,AT3G49650,XTH9,LHCB5,NBR1,EXPB3,AT4G34660,EIN2,DRM2,AT5G15180,AT5G19730,ELM1,CPP1,SYP41,FIM5,CSN6A,AT5G60930,AT5G64120,MAN7,BT4
GO:0044248	cellular catabolic process	22	1348	0.42	0.0034	3702.AT1G26930.1,3702.AT1G51510.1,3702.AT1G59900.1,3702.AT1G75950.1,3702.AT2G26450.1,3702.AT2G36710.1,3702.AT2G37040.1,3702.AT2G41480.1,3702.AT2G43590.1,3702.AT3G12500.1,3702.AT3G54940.2,3702.AT4G24690.1,3702.AT5G06720.1,3702.AT5G15180.1,3702.AT5G19730.1,3702.AT5G20910.1,3702.AT5G36160.1,3702.AT5G56280.1,3702.AT5G58290.1,3702.AT5G64120.1,3702.AT5G66460.1,3702.AT5G67480.2	AT1G26930,Y14,At1g59900,SKP1,AT2G26450,AT2G36710,PAL1,AT2G41480,AT2G43590,HCHIB,AT3G54940,NBR1,PA2,AT5G15180,AT5G19730,AIP2,AT5G36160,CSN6A,RPT3,AT5G64120,MAN7,BT4
GO:0070887	cellular response to chemical stimulus	21	1245	0.43	0.0034	3702.AT1G15550.1,3702.AT1G27320.1,3702.AT1G66340.1,3702.AT1G75270.1,3702.AT1G75950.1,3702.AT2G41480.1,3702.AT3G18040.1,3702.AT3G46200.1,3702.AT4G01850.1,3702.AT4G09820.1,3702.AT4G37790.1,3702.AT5G01990.1,3702.AT5G03280.1,3702.AT5G04870.1,3702.AT5G06720.1,3702.AT5G06950.1,3702.AT5G09860.1,3702.AT5G15180.1,3702.AT5G16400.1,3702.AT5G20910.1,3702.AT5G64120.1	GA3OX1,HK3,ETR1,DHAR2,SKP1,AT2G41480,MPK9,NUDT9,SAM-2,TT8,HAT22,AT5G01990,EIN2,CPK1,PA2,AHBP-1B,THO1,AT5G15180,TRXF2,AIP2,AT5G64120
GO:0010035	response to inorganic substance	16	795	0.51	0.0036	3702.AT1G27320.1,3702.AT1G29150.1,3702.AT1G50480.1,3702.AT1G59900.1,3702.AT1G66340.1,3702.AT1G74310.1,3702.AT1G75950.1,3702.AT2G37040.1,3702.AT3G12500.1,3702.AT4G01850.1,3702.AT4G10320.1,3702.AT4G37790.1,3702.AT5G03280.1,3702.AT5G13780.1,3702.AT5G64960.1,3702.AT5G67480.2	HK3,ATS9,THFS,At1g59900,ETR1,HSP101,SKP1,PAL1,HCHIB,SAM-2,AT4G10320,HAT22,EIN2,AT5G13780,CDKC2,BT4
GO:1901575	organic substance catabolic process	22	1377	0.41	0.0040	3702.AT1G26930.1,3702.AT1G29150.1,3702.AT1G33811.1,3702.AT1G51510.1,3702.AT1G59900.1,3702.AT1G75950.1,3702.AT2G23540.1,3702.AT2G26450.1,3702.AT2G36710.1,3702.AT2G37040.1,3702.AT2G43590.1,3702.AT3G12500.1,3702.AT3G54940.2,3702.AT4G00490.1,3702.AT5G03610.1,3702.AT5G19730.1,3702.AT5G20910.1,3702.AT5G36160.1,3702.AT5G56280.1,3702.AT5G58290.1,3702.AT5G66460.1,3702.AT5G67480.2	AT1G26930,ATS9,AT1G33811,Y14,At1g59900,SKP1,AT2G23540,AT2G26450,AT2G36710,PAL1,AT2G43590,HCHIB,AT3G54940,BMY9,AT5G03610,AT5G19730,AIP2,AT5G36160,CSN6A,RPT3,MAN7,BT4
GO:0009628	response to abiotic stimulus	25	1699	0.37	0.0043	3702.AT1G06040.1,3702.AT1G15550.1,3702.AT1G23010.1,3702.AT1G27320.1,3702.AT1G65420.1,3702.AT1G66340.1,3702.AT1G74310.1,3702.AT2G01430.1,3702.AT2G26640.1,3702.AT2G27710.1,3702.AT2G37040.1,3702.AT3G61470.1,3702.AT4G10340.1,3702.AT4G37790.1,3702.AT5G03280.1,3702.AT5G13780.1,3702.AT5G13930.1,3702.AT5G16400.1,3702.AT5G19330.1,3702.AT5G23040.1,3702.AT5G35530.1,3702.AT5G56280.1,3702.AT5G64330.1,3702.AT5G64960.1,3702.AT5G67480.2	STO,GA3OX1,LPR1,HK3,NPQ7,ETR1,HSP101,HB17,KCS11,AT2G27710,PAL1,LHCA2,LHCB5,HAT22,EIN2,AT5G13780,TT4,TRXF2,ARIA,CPP1,AT5G35530,CSN6A,NPH3,CDKC2,BT4
GO:0009416	response to light stimulus	13	585	0.55	0.0061	3702.AT1G06040.1,3702.AT1G15550.1,3702.AT1G65420.1,3702.AT1G74310.1,3702.AT2G26640.1,3702.AT2G37040.1,3702.AT3G61470.1,3702.AT4G10340.1,3702.AT5G13930.1,3702.AT5G16400.1,3702.AT5G23040.1,3702.AT5G56280.1,3702.AT5G64330.1	STO,GA3OX1,NPQ7,HSP101,KCS11,PAL1,LHCA2,LHCB5,TT4,TRXF2,CPP1,CSN6A,NPH3
GO:0000272	polysaccharide catabolic process	7	168	0.82	0.0064	3702.AT2G26450.1,3702.AT2G36710.1,3702.AT2G43590.1,3702.AT3G12500.1,3702.AT4G00490.1,3702.AT5G19730.1,3702.AT5G66460.1	AT2G26450,AT2G36710,AT2G43590,HCHIB,BMY9,AT5G19730,MAN7
