ID	HG3
MSTRG.21639	530
MSTRG.9246	5605
MSTRG.9247	86
MSTRG.9244	280
MSTRG.9245	8616
MSTRG.9242	140
MSTRG.9243	142
MSTRG.9240	258
MSTRG.9241	102
MSTRG.9248	63
MSTRG.9249	36
MSTRG.6311	148
MSTRG.28937	295
MSTRG.24724	2135
MSTRG.6313	0
MSTRG.6312	63
MSTRG.6315	40
MSTRG.6314	53
MSTRG.30461	112
MSTRG.30460	93
MSTRG.30463	262
MSTRG.30462	22756
MSTRG.30465	616
MSTRG.30464	0
MSTRG.30467	316
MSTRG.30466	31
MSTRG.30469	2
MSTRG.30468	7
MSTRG.6316	1
MSTRG.34371	14
MSTRG.6431	576
MSTRG.34373	19
MSTRG.34372	38
MSTRG.34375	2934
MSTRG.6435	5374
MSTRG.6436	0
MSTRG.6437	3
MSTRG.34379	629
MSTRG.6439	3191
MSTRG.7016	3301
MSTRG.22069	2
MSTRG.56	12
MSTRG.57	1671
MSTRG.54	1011
MSTRG.55	270
MSTRG.52	0
MSTRG.53	0
MSTRG.50	47
MSTRG.51	4
MSTRG.58	34
MSTRG.59	0
MSTRG.28681	0
MSTRG.28873	1
MSTRG.28872	1
MSTRG.28871	17
MSTRG.28870	25
MSTRG.6298	120
MSTRG.6299	354
MSTRG.28875	10
MSTRG.30365	34
MSTRG.6294	326
MSTRG.6295	16876
MSTRG.6296	18
MSTRG.6297	607
MSTRG.6290	40
MSTRG.6291	9
MSTRG.6292	370
MSTRG.6293	13
MSTRG.37110	2334
MSTRG.37111	0
MSTRG.37112	203
MSTRG.37113	285
MSTRG.37114	8391
MSTRG.37115	21
MSTRG.37116	0
MSTRG.37117	49
MSTRG.37118	0
MSTRG.37119	0
MSTRG.7741	215
MSTRG.7740	175
MSTRG.7743	190
MSTRG.7742	416
MSTRG.7745	70
MSTRG.7744	1830
MSTRG.7747	0
MSTRG.7746	830
MSTRG.7749	3769
MSTRG.7748	0
MSTRG.30939	0
MSTRG.33373	144
MSTRG.22063	0
MSTRG.30933	6
MSTRG.37243	0
MSTRG.30932	0
MSTRG.26889	0
MSTRG.24993	2
MSTRG.18694	0
MSTRG.29834	450
MSTRG.29835	1964
MSTRG.29836	270
MSTRG.29837	44
MSTRG.29830	291
MSTRG.29831	8101
MSTRG.29832	78
MSTRG.29833	7
MSTRG.29838	427
MSTRG.29839	213
MSTRG.8928	238
MSTRG.8929	366
MSTRG.8920	0
MSTRG.8921	277
MSTRG.8922	0
MSTRG.8923	4
MSTRG.8924	5
MSTRG.8925	0
MSTRG.8926	5
MSTRG.8927	29
MSTRG.29568	913
MSTRG.18697	0
MSTRG.29569	0
MSTRG.20228	8
MSTRG.20229	0
MSTRG.20226	1612
MSTRG.12416	840
MSTRG.20224	0
MSTRG.20225	607
MSTRG.20222	0
MSTRG.20223	469
MSTRG.20220	989
MSTRG.20221	266
MSTRG.439	46
MSTRG.438	0
MSTRG.437	11
MSTRG.436	778
MSTRG.435	50
MSTRG.434	14075
MSTRG.433	4132
MSTRG.432	0
MSTRG.431	147
MSTRG.430	4053
MSTRG.30994	390
MSTRG.37947	0
MSTRG.37946	258
MSTRG.37945	0
MSTRG.37944	1521
MSTRG.37943	615
MSTRG.37942	0
MSTRG.37941	448
MSTRG.37940	1262
MSTRG.37949	37
MSTRG.37948	0
MSTRG.31479	577
MSTRG.31478	204
MSTRG.31471	21138
MSTRG.31470	0
MSTRG.31473	516
MSTRG.31472	631
MSTRG.31475	359
MSTRG.31474	14
MSTRG.31477	930
MSTRG.31476	273
MSTRG.5858	3
MSTRG.17288	0
MSTRG.17289	111
MSTRG.17286	28
MSTRG.17287	0
MSTRG.17284	166
MSTRG.17285	1091
MSTRG.23748	264
MSTRG.17283	122
MSTRG.17280	0
MSTRG.17281	181
MSTRG.21579	471
MSTRG.21578	188
MSTRG.21575	0
MSTRG.21574	651
MSTRG.21577	197
MSTRG.21576	0
MSTRG.21571	0
MSTRG.21570	0
MSTRG.21573	8
MSTRG.21572	1713
MSTRG.14881	0
MSTRG.14880	2804
MSTRG.14883	5
MSTRG.14882	75
MSTRG.14885	667
MSTRG.14884	956
MSTRG.14887	35
MSTRG.14886	4
MSTRG.14889	222
MSTRG.14888	12
MSTRG.30708	75
MSTRG.30709	1577
MSTRG.31248	778
MSTRG.30700	46
MSTRG.30701	49
MSTRG.30702	53
MSTRG.30703	15
MSTRG.30704	829
MSTRG.30705	1043
MSTRG.30706	25102
MSTRG.30707	870
MSTRG.29564	3
MSTRG.29565	63
MSTRG.17394	0
MSTRG.28680	0
MSTRG.31589	0
MSTRG.28682	0
MSTRG.28683	2
MSTRG.28684	0
MSTRG.28685	0
MSTRG.28686	0
MSTRG.28687	0
MSTRG.28688	0
MSTRG.28689	0
MSTRG.409	2999
MSTRG.20607	208
MSTRG.16627	45
MSTRG.16626	0
MSTRG.16625	27
MSTRG.16624	441
MSTRG.16623	726
MSTRG.16622	0
MSTRG.16621	2371
MSTRG.16620	1162
MSTRG.16629	418
MSTRG.16628	0
MSTRG.11938	710
MSTRG.11939	563
MSTRG.11932	10
MSTRG.11933	0
MSTRG.11930	0
MSTRG.11931	0
MSTRG.11936	428
MSTRG.11937	50
MSTRG.11934	0
MSTRG.11935	0
MSTRG.29489	0
MSTRG.22179	0
MSTRG.29485	217
MSTRG.29484	0
MSTRG.29487	321
MSTRG.29486	0
MSTRG.29481	4801
MSTRG.29480	327
MSTRG.29483	8
MSTRG.29482	22
MSTRG.23223	3690
MSTRG.23222	0
MSTRG.23221	2629
MSTRG.23220	47
MSTRG.23227	13
MSTRG.23226	19807
MSTRG.23225	17
MSTRG.23224	1112
MSTRG.23229	144
MSTRG.23228	4586
MSTRG.25683	0
MSTRG.25682	20
MSTRG.25681	0
MSTRG.25680	0
MSTRG.25687	0
MSTRG.25686	9
MSTRG.25685	0
MSTRG.25684	609
MSTRG.25689	0
MSTRG.25688	4
MSTRG.29157	41
MSTRG.29156	515
MSTRG.29155	47
MSTRG.29154	1087
MSTRG.29153	4576
MSTRG.29152	28
MSTRG.29151	647
MSTRG.29150	123
MSTRG.29159	1409
MSTRG.29158	831
MSTRG.35695	2383
MSTRG.35694	47
MSTRG.31365	10
MSTRG.32423	513
MSTRG.32422	32
MSTRG.32728	168
MSTRG.32421	658
MSTRG.32729	582
MSTRG.22798	0
MSTRG.22799	0
MSTRG.32420	37
MSTRG.27033	2374
MSTRG.22790	7274
MSTRG.22791	119
MSTRG.22792	1990
MSTRG.22793	69
MSTRG.22794	13
MSTRG.27030	648
MSTRG.22796	544
MSTRG.22797	54
MSTRG.26088	150
MSTRG.26089	0
MSTRG.27031	76
MSTRG.32425	3675
MSTRG.19168	862
MSTRG.26080	1732
MSTRG.26081	0
MSTRG.26082	0
MSTRG.26083	77
MSTRG.26084	247
MSTRG.26085	0
MSTRG.26086	0
MSTRG.26087	2526
MSTRG.27034	0
MSTRG.27035	20
MSTRG.31367	0
MSTRG.24792	0
MSTRG.24793	0
MSTRG.24790	1
MSTRG.24791	0
MSTRG.24796	0
MSTRG.24797	0
MSTRG.24794	0
MSTRG.24795	0
MSTRG.24798	62
MSTRG.24799	493
MSTRG.401	894
MSTRG.31366	1772
MSTRG.26332	0
MSTRG.26333	0
MSTRG.26330	0
MSTRG.26331	0
MSTRG.26336	14
MSTRG.26337	0
MSTRG.26334	335
MSTRG.26335	4636
MSTRG.26338	0
MSTRG.26339	1827
MSTRG.2150	14
MSTRG.24244	0
MSTRG.24245	5
MSTRG.24246	0
MSTRG.24247	158
MSTRG.24240	0
MSTRG.24241	0
MSTRG.24242	0
MSTRG.24243	0
MSTRG.14412	0
MSTRG.14413	0
MSTRG.14410	67
MSTRG.14411	9
MSTRG.24248	13
MSTRG.24249	0
MSTRG.14414	0
MSTRG.18569	3811
MSTRG.25645	0
MSTRG.29118	91287
MSTRG.31363	923
MSTRG.9519	344
MSTRG.31362	13
MSTRG.11152	178
MSTRG.29115	20743
MSTRG.25648	0
MSTRG.2940	0
MSTRG.2941	0
MSTRG.10917	0
MSTRG.10916	0
MSTRG.10915	13
MSTRG.10914	1490
MSTRG.10913	355
MSTRG.10912	90
MSTRG.10911	1
MSTRG.10910	309
MSTRG.10919	0
MSTRG.10918	0
MSTRG.2948	4922
MSTRG.2949	90
MSTRG.38483	25
MSTRG.38482	850
MSTRG.38481	21
MSTRG.38480	3
MSTRG.38487	3330
MSTRG.38486	0
MSTRG.38485	4
MSTRG.38484	623
MSTRG.38489	0
MSTRG.38488	0
MSTRG.3427	0
MSTRG.12519	392
MSTRG.12518	1525
MSTRG.19769	0
MSTRG.19768	0
MSTRG.12511	348
MSTRG.12510	478
MSTRG.12513	2235
MSTRG.12512	0
MSTRG.19763	2
MSTRG.19762	16
MSTRG.19761	118
MSTRG.19760	41
MSTRG.33709	10
MSTRG.33708	0
MSTRG.33701	89
MSTRG.33700	0
MSTRG.33703	8809
MSTRG.33702	503
MSTRG.33705	0
MSTRG.33704	0
MSTRG.33707	0
MSTRG.33706	32
MSTRG.2719	385
MSTRG.2718	23
MSTRG.34953	1847
MSTRG.34952	196
MSTRG.34955	4100
MSTRG.34954	0
MSTRG.7949	49
MSTRG.34956	2
MSTRG.2711	1504
MSTRG.2710	3
MSTRG.7945	487
MSTRG.2712	237
MSTRG.2715	348
MSTRG.7942	566
MSTRG.7941	11
MSTRG.7940	85
MSTRG.19189	0
MSTRG.19188	225
MSTRG.19183	236
MSTRG.19182	658
MSTRG.19181	1398
MSTRG.19180	128
MSTRG.19187	128
MSTRG.19186	2445
MSTRG.19185	0
MSTRG.19184	0
MSTRG.32078	0
MSTRG.32079	1464
MSTRG.32070	11
MSTRG.32071	0
MSTRG.32072	0
MSTRG.32073	0
MSTRG.32074	131
MSTRG.32075	302
MSTRG.32076	258
MSTRG.32077	0
MSTRG.9899	0
MSTRG.9898	0
MSTRG.9897	5
MSTRG.9896	152
MSTRG.9895	24
MSTRG.9894	0
MSTRG.9893	151
MSTRG.9892	23056
MSTRG.9891	0
MSTRG.9890	260
MSTRG.20028	862
MSTRG.20029	17
MSTRG.20024	100
MSTRG.20025	1549
MSTRG.20026	1448
MSTRG.20027	0
MSTRG.20020	65
MSTRG.20021	2001
MSTRG.20022	19776
MSTRG.20023	737
MSTRG.631	4108
MSTRG.630	5518
MSTRG.633	1855
MSTRG.632	1756
MSTRG.635	0
MSTRG.634	21
MSTRG.637	2510
MSTRG.636	388
MSTRG.639	87
MSTRG.638	937
MSTRG.8416	36
MSTRG.8417	0
MSTRG.8410	2514
MSTRG.8411	32
MSTRG.8412	0
MSTRG.8413	385
MSTRG.4713	0
MSTRG.4712	1830
MSTRG.4711	0
MSTRG.4710	2195
MSTRG.4717	52
MSTRG.4716	12
MSTRG.4715	2511
MSTRG.4714	187
MSTRG.4719	66
MSTRG.4718	0
MSTRG.20796	3711
MSTRG.20797	72
MSTRG.20794	583
MSTRG.20795	69
MSTRG.20792	75
MSTRG.20793	306
MSTRG.20790	2
MSTRG.20791	0
MSTRG.31677	248
MSTRG.31676	22
MSTRG.31675	0
MSTRG.31674	0
MSTRG.31673	0
MSTRG.31672	0
MSTRG.31671	0
MSTRG.20799	215
MSTRG.987	3
MSTRG.986	0
MSTRG.985	0
MSTRG.984	1
MSTRG.983	0
MSTRG.982	1
MSTRG.35709	0
MSTRG.980	34
MSTRG.35707	231
MSTRG.35706	945
MSTRG.35705	6
MSTRG.35704	0
MSTRG.35703	67
MSTRG.35702	2805
MSTRG.989	1979
MSTRG.988	324
MSTRG.21773	1
MSTRG.21772	24
MSTRG.21771	0
MSTRG.21770	2065
MSTRG.5394	8
MSTRG.5395	0
MSTRG.21775	0
MSTRG.21774	47
MSTRG.5398	2981
MSTRG.5399	75
MSTRG.21779	41
MSTRG.21778	1041
MSTRG.24421	2
MSTRG.19764	0
MSTRG.24422	179
MSTRG.37631	0
MSTRG.37630	19
MSTRG.37633	0
MSTRG.37632	268
MSTRG.37635	0
MSTRG.37634	0
MSTRG.37637	0
MSTRG.37636	84
MSTRG.37639	1483
MSTRG.37638	219
MSTRG.36940	261
MSTRG.36941	0
MSTRG.36942	0
MSTRG.36943	15
MSTRG.5978	0
MSTRG.5979	19
MSTRG.36946	171
MSTRG.36947	522
MSTRG.36948	21
MSTRG.36949	0
MSTRG.5976	187
MSTRG.5977	69
MSTRG.5970	0
MSTRG.5971	0
MSTRG.5972	0
MSTRG.5973	2320
MSTRG.28446	0
MSTRG.28447	6
MSTRG.28444	0
MSTRG.28445	356
MSTRG.28442	0
MSTRG.28443	35
MSTRG.28440	2
MSTRG.28441	658
MSTRG.28448	1396
MSTRG.28449	7
MSTRG.38814	0
MSTRG.38815	0
MSTRG.38816	0
MSTRG.38817	0
MSTRG.38810	2513
MSTRG.38811	0
MSTRG.38812	0
MSTRG.38813	207
MSTRG.38818	0
MSTRG.38819	93
MSTRG.36178	0
MSTRG.37099	810
MSTRG.37098	27
MSTRG.37095	0
MSTRG.37094	0
MSTRG.37097	455
MSTRG.37096	0
MSTRG.37091	1131
MSTRG.33062	518
MSTRG.37093	7
MSTRG.37092	45
MSTRG.26818	1037
MSTRG.24506	84
MSTRG.33068	0
MSTRG.26812	80
MSTRG.8120	822
MSTRG.8121	59
MSTRG.8122	356
MSTRG.29315	8408
MSTRG.29314	31
MSTRG.29317	2594
MSTRG.29316	302
MSTRG.7532	54
MSTRG.7533	675
MSTRG.7530	0
MSTRG.7531	24453
MSTRG.8124	579
MSTRG.29319	0
MSTRG.29318	319
MSTRG.7538	17542
MSTRG.7539	0
MSTRG.22898	4
MSTRG.32919	3
MSTRG.32918	746
MSTRG.8126	1050
MSTRG.32913	4817
MSTRG.32912	6
MSTRG.32911	0
MSTRG.32910	1270
MSTRG.32917	49
MSTRG.32916	508
MSTRG.32915	44
MSTRG.32914	12
MSTRG.24903	27
MSTRG.24902	5
MSTRG.24901	0
MSTRG.24900	0
MSTRG.24906	4
MSTRG.18522	0
MSTRG.24302	2076
MSTRG.18523	315
MSTRG.18520	326
MSTRG.6593	8
MSTRG.18521	6
MSTRG.6592	1
MSTRG.18526	171
MSTRG.38728	835
MSTRG.18527	0
MSTRG.38729	256
MSTRG.18524	289
MSTRG.34256	245
MSTRG.12419	0
MSTRG.6596	362
MSTRG.24008	0
MSTRG.24009	0
MSTRG.6595	122
MSTRG.24002	130
MSTRG.24003	1031
MSTRG.24000	244
MSTRG.28777	9
MSTRG.24006	11
MSTRG.24007	0
MSTRG.24004	65
MSTRG.24005	826
MSTRG.38722	1940
MSTRG.22893	626
MSTRG.1908	54
MSTRG.34258	42
MSTRG.13995	12
MSTRG.34259	313
MSTRG.22892	0
MSTRG.1400	59
MSTRG.1401	0
MSTRG.30288	4
MSTRG.1408	0
MSTRG.1409	456
MSTRG.22992	226
MSTRG.23850	0
MSTRG.23851	24
MSTRG.23852	68
MSTRG.23853	369
MSTRG.23854	0
MSTRG.23855	0
MSTRG.23856	0
MSTRG.23857	0
MSTRG.23858	23
MSTRG.23859	0
MSTRG.8232	567
MSTRG.21980	262
MSTRG.21981	37
MSTRG.21982	0
MSTRG.21983	69
MSTRG.21984	33
MSTRG.21985	0
MSTRG.21986	45
MSTRG.21987	2751
MSTRG.21988	114
MSTRG.21989	55
MSTRG.30116	391
MSTRG.1963	131
MSTRG.13918	7173
MSTRG.13919	0
MSTRG.13916	0
MSTRG.13917	420
MSTRG.13914	370
MSTRG.13915	0
MSTRG.13912	24
MSTRG.13913	1134
MSTRG.13910	2254
MSTRG.13911	888
MSTRG.26512	1476
MSTRG.26513	11
MSTRG.26510	72
MSTRG.26511	19969
MSTRG.26516	788
MSTRG.26517	67
MSTRG.26514	129
MSTRG.26515	869
MSTRG.26518	189
MSTRG.26519	21
MSTRG.12061	943
MSTRG.12060	83
MSTRG.12063	748
MSTRG.12062	92
MSTRG.12065	0
MSTRG.12064	116
MSTRG.12067	0
MSTRG.12066	0
MSTRG.12069	358
MSTRG.12068	0
MSTRG.17747	503
MSTRG.17746	663
MSTRG.17745	0
MSTRG.17744	2
MSTRG.17743	9150
MSTRG.17742	68
MSTRG.17741	4
MSTRG.17740	1
MSTRG.17749	731
MSTRG.17748	2313
MSTRG.24859	75
MSTRG.24858	0
MSTRG.3022	11140
MSTRG.3023	22808
MSTRG.3024	75
MSTRG.3025	10
MSTRG.3026	0
MSTRG.3027	0
MSTRG.3028	8574
MSTRG.3029	9936
MSTRG.24853	0
MSTRG.24852	0
MSTRG.16296	595
MSTRG.24854	0
MSTRG.24857	32
MSTRG.24856	163
MSTRG.28169	0
MSTRG.28168	0
MSTRG.28165	2928
MSTRG.28164	119
MSTRG.28167	0
MSTRG.28166	291
MSTRG.28161	0
MSTRG.28160	0
MSTRG.28163	19
MSTRG.28162	68
MSTRG.30159	0
MSTRG.6903	8
MSTRG.32800	0
MSTRG.11749	4
MSTRG.9706	99
MSTRG.9705	0
MSTRG.9704	3413
MSTRG.9703	21
MSTRG.9702	4354
MSTRG.9701	1260
MSTRG.4556	5
