ID	HG2
MSTRG.9247	71
MSTRG.9244	241
MSTRG.9245	8591
MSTRG.9242	133
MSTRG.9243	175
MSTRG.9240	130
MSTRG.9241	87
MSTRG.9248	66
MSTRG.9249	42
MSTRG.6311	165
MSTRG.28937	210
MSTRG.24724	2133
MSTRG.6313	0
MSTRG.6312	42
MSTRG.6315	50
MSTRG.6314	40
MSTRG.30461	73
MSTRG.30460	73
MSTRG.30463	160
MSTRG.30462	18806
MSTRG.30465	484
MSTRG.30464	0
MSTRG.30467	337
MSTRG.30466	23
MSTRG.30469	0
MSTRG.30468	6
MSTRG.6316	0
MSTRG.34371	11
MSTRG.6431	299
MSTRG.34373	6
MSTRG.34372	25
MSTRG.34375	1744
MSTRG.6435	4763
MSTRG.6436	0
MSTRG.6437	4
MSTRG.34379	548
MSTRG.6439	3201
MSTRG.7016	2503
MSTRG.22069	0
MSTRG.56	13
MSTRG.57	1487
MSTRG.54	894
MSTRG.55	241
MSTRG.52	0
MSTRG.53	0
MSTRG.50	34
MSTRG.51	0
MSTRG.58	37
MSTRG.59	0
MSTRG.28681	0
MSTRG.28873	1
MSTRG.28872	0
MSTRG.28871	0
MSTRG.28870	20
MSTRG.6298	161
MSTRG.6299	187
MSTRG.28875	9
MSTRG.30365	32
MSTRG.6294	171
MSTRG.6295	15281
MSTRG.6296	11
MSTRG.6297	433
MSTRG.6290	43
MSTRG.6291	7
MSTRG.6292	232
MSTRG.6293	8
MSTRG.37110	2329
MSTRG.37111	0
MSTRG.37112	100
MSTRG.37113	200
MSTRG.37114	7403
MSTRG.37115	6
MSTRG.37116	0
MSTRG.37117	32
MSTRG.37118	0
MSTRG.37119	0
MSTRG.7741	105
MSTRG.7740	144
MSTRG.7743	131
MSTRG.7742	349
MSTRG.7745	38
MSTRG.7744	1054
MSTRG.7747	0
MSTRG.7746	674
MSTRG.7749	2606
MSTRG.7748	0
MSTRG.30939	0
MSTRG.33373	100
MSTRG.22063	0
MSTRG.30933	0
MSTRG.37243	0
MSTRG.30932	0
MSTRG.26889	0
MSTRG.24993	0
MSTRG.18694	0
MSTRG.29834	377
MSTRG.29835	1659
MSTRG.29836	245
MSTRG.29837	28
MSTRG.29830	161
MSTRG.29831	4683
MSTRG.29832	96
MSTRG.29833	7
MSTRG.29838	321
MSTRG.29839	167
MSTRG.8928	168
MSTRG.8929	229
MSTRG.8920	0
MSTRG.8921	245
MSTRG.8922	0
MSTRG.8923	3
MSTRG.8924	0
MSTRG.8925	0
MSTRG.8926	5
MSTRG.8927	8
MSTRG.29568	829
MSTRG.18697	0
MSTRG.29569	0
MSTRG.20228	3
MSTRG.20229	0
MSTRG.20226	1271
MSTRG.12416	924
MSTRG.20224	0
MSTRG.20225	385
MSTRG.20222	0
MSTRG.20223	309
MSTRG.20220	796
MSTRG.20221	298
MSTRG.439	21
MSTRG.438	0
MSTRG.437	8
MSTRG.436	479
MSTRG.435	46
MSTRG.434	12503
MSTRG.433	3027
MSTRG.432	0
MSTRG.431	86
MSTRG.430	3067
MSTRG.30994	316
MSTRG.37947	5
MSTRG.37946	159
MSTRG.37945	0
MSTRG.37944	968
MSTRG.37943	412
MSTRG.37942	0
MSTRG.37941	363
MSTRG.37940	1129
MSTRG.37949	28
MSTRG.37948	0
MSTRG.31479	255
MSTRG.31478	155
MSTRG.31471	22355
MSTRG.31470	0
MSTRG.31473	370
MSTRG.31472	513
MSTRG.31475	342
MSTRG.31474	6
MSTRG.31477	871
MSTRG.31476	227
MSTRG.5858	0
MSTRG.17288	0
MSTRG.17289	39
MSTRG.17286	0
MSTRG.17287	0
MSTRG.17284	169
MSTRG.17285	898
MSTRG.23748	264
MSTRG.17283	114
MSTRG.17280	0
MSTRG.17281	121
MSTRG.21579	465
MSTRG.21578	145
MSTRG.21575	0
MSTRG.21574	578
MSTRG.21577	193
MSTRG.21576	0
MSTRG.21571	0
MSTRG.21570	0
MSTRG.21573	7
MSTRG.21572	1555
MSTRG.14881	0
MSTRG.14880	2581
MSTRG.14883	2
MSTRG.14882	57
MSTRG.14885	563
MSTRG.14884	505
MSTRG.14887	20
MSTRG.14886	3
MSTRG.14889	200
MSTRG.14888	9
MSTRG.30708	63
MSTRG.30709	1414
MSTRG.31248	632
MSTRG.30700	34
MSTRG.30701	17
MSTRG.30702	16
MSTRG.30703	7
MSTRG.30704	928
MSTRG.30705	765
MSTRG.30706	22975
MSTRG.30707	586
MSTRG.29564	3
MSTRG.29565	60
MSTRG.17394	4
MSTRG.28680	0
MSTRG.31589	0
MSTRG.28682	0
MSTRG.28683	7
MSTRG.28684	0
MSTRG.28685	0
MSTRG.28686	8
MSTRG.28687	0
MSTRG.28688	0
MSTRG.28689	0
MSTRG.409	2335
MSTRG.20607	135
MSTRG.16627	28
MSTRG.16626	0
MSTRG.16625	23
MSTRG.16624	440
MSTRG.16623	515
MSTRG.16622	0
MSTRG.16621	2082
MSTRG.16620	1053
MSTRG.16629	273
MSTRG.16628	3
MSTRG.11938	420
MSTRG.11939	456
MSTRG.11932	5
MSTRG.11933	0
MSTRG.11930	0
MSTRG.11931	0
MSTRG.11936	429
MSTRG.11937	27
MSTRG.11934	0
MSTRG.11935	0
MSTRG.29489	0
MSTRG.22179	0
MSTRG.29485	144
MSTRG.29484	0
MSTRG.29487	248
MSTRG.29486	2
MSTRG.29481	4549
MSTRG.29480	198
MSTRG.29483	13
MSTRG.29482	23
MSTRG.23223	3072
MSTRG.23222	3
MSTRG.23221	2315
MSTRG.23220	41
MSTRG.23227	0
MSTRG.23226	16461
MSTRG.23225	10
MSTRG.23224	853
MSTRG.23229	105
MSTRG.23228	3403
MSTRG.25683	0
MSTRG.25682	19
MSTRG.25681	0
MSTRG.25680	0
MSTRG.25687	0
MSTRG.25686	19
MSTRG.25685	0
MSTRG.25684	465
MSTRG.25689	0
MSTRG.25688	1
MSTRG.29157	33
MSTRG.29156	300
MSTRG.29155	22
MSTRG.29154	713
MSTRG.29153	3185
MSTRG.29152	22
MSTRG.29151	552
MSTRG.29150	88
MSTRG.29159	867
MSTRG.29158	573
MSTRG.35695	1471
MSTRG.35694	42
MSTRG.31365	9
MSTRG.32423	314
MSTRG.32422	34
MSTRG.32728	54
MSTRG.32421	524
MSTRG.32729	311
MSTRG.22798	0
MSTRG.22799	0
MSTRG.32420	27
MSTRG.27033	2035
MSTRG.22790	5338
MSTRG.22791	74
MSTRG.22792	1488
MSTRG.22793	63
MSTRG.22794	17
MSTRG.27030	657
MSTRG.22796	373
MSTRG.22797	43
MSTRG.26088	122
MSTRG.26089	0
MSTRG.27031	52
MSTRG.32425	3937
MSTRG.19168	456
MSTRG.26080	1328
MSTRG.26081	0
MSTRG.26082	0
MSTRG.26083	74
MSTRG.26084	95
MSTRG.26085	0
MSTRG.26086	0
MSTRG.26087	1933
MSTRG.27034	0
MSTRG.27035	21
MSTRG.31367	0
MSTRG.24792	0
MSTRG.24793	0
MSTRG.24790	1
MSTRG.24791	0
MSTRG.24796	0
MSTRG.24797	0
MSTRG.24794	0
MSTRG.24795	0
MSTRG.24798	43
MSTRG.24799	324
MSTRG.401	591
MSTRG.31366	1417
MSTRG.26332	0
MSTRG.26333	0
MSTRG.26330	0
MSTRG.26331	0
MSTRG.26336	0
MSTRG.26337	0
MSTRG.26334	276
MSTRG.26335	3789
MSTRG.26338	0
MSTRG.26339	1603
MSTRG.2150	14
MSTRG.24244	1
MSTRG.24245	10
MSTRG.24246	0
MSTRG.24247	123
MSTRG.24240	0
MSTRG.24241	0
MSTRG.24242	0
MSTRG.24243	0
MSTRG.14412	2
MSTRG.14413	0
MSTRG.14410	49
MSTRG.14411	10
MSTRG.24248	10
MSTRG.24249	0
MSTRG.14414	0
MSTRG.18569	3219
MSTRG.25645	0
MSTRG.29118	80417
MSTRG.31363	871
MSTRG.9519	334
MSTRG.31362	0
MSTRG.11152	156
MSTRG.29115	23758
MSTRG.25648	0
MSTRG.2940	0
MSTRG.2941	0
MSTRG.10917	0
MSTRG.10916	0
MSTRG.10915	30
MSTRG.10914	1243
MSTRG.10913	243
MSTRG.10912	68
MSTRG.10911	5
MSTRG.10910	274
MSTRG.10919	0
MSTRG.10918	0
MSTRG.2948	4801
MSTRG.2949	89
MSTRG.38483	12
MSTRG.38482	517
MSTRG.38481	13
MSTRG.38480	0
MSTRG.38487	2602
MSTRG.38486	0
MSTRG.38485	2
MSTRG.38484	494
MSTRG.38489	0
MSTRG.38488	0
MSTRG.3427	0
MSTRG.12519	365
MSTRG.12518	1185
MSTRG.19769	0
MSTRG.19768	0
MSTRG.12511	268
MSTRG.12510	365
MSTRG.12513	1592
MSTRG.12512	0
MSTRG.19763	6
MSTRG.19762	0
MSTRG.19761	125
MSTRG.19760	45
MSTRG.33709	5
MSTRG.33708	0
MSTRG.33701	67
MSTRG.33700	8
MSTRG.33703	5966
MSTRG.33702	290
MSTRG.33705	0
MSTRG.33704	0
MSTRG.33707	0
MSTRG.33706	40
MSTRG.2719	232
MSTRG.2718	16
MSTRG.34953	1608
MSTRG.34952	196
MSTRG.34955	3472
MSTRG.34954	0
MSTRG.7949	45
MSTRG.34956	0
MSTRG.2711	1166
MSTRG.2710	0
MSTRG.7945	344
MSTRG.2712	202
MSTRG.2715	404
MSTRG.7942	337
MSTRG.7941	0
MSTRG.7940	49
MSTRG.19189	0
MSTRG.19188	116
MSTRG.19183	196
MSTRG.19182	567
MSTRG.19181	1269
MSTRG.19180	68
MSTRG.19187	92
MSTRG.19186	1562
MSTRG.19185	0
MSTRG.19184	0
MSTRG.32078	0
MSTRG.32079	1056
MSTRG.32070	10
MSTRG.32071	0
MSTRG.32072	0
MSTRG.32073	0
MSTRG.32074	52
MSTRG.32075	268
MSTRG.32076	167
MSTRG.32077	0
MSTRG.9899	0
MSTRG.9898	0
MSTRG.9897	18
MSTRG.9896	78
MSTRG.9895	36
MSTRG.9894	0
MSTRG.9893	202
MSTRG.9892	22402
MSTRG.9891	1
MSTRG.9890	207
MSTRG.20028	536
MSTRG.20029	22
MSTRG.20024	104
MSTRG.20025	1374
MSTRG.20026	1114
MSTRG.20027	0
MSTRG.20020	48
MSTRG.20021	1840
MSTRG.20022	17676
MSTRG.20023	598
MSTRG.631	2829
MSTRG.630	5638
MSTRG.633	1332
MSTRG.632	1029
MSTRG.635	9
MSTRG.634	14
MSTRG.637	1490
MSTRG.636	309
MSTRG.639	113
MSTRG.638	877
MSTRG.8416	24
MSTRG.8417	0
MSTRG.8410	2473
MSTRG.8411	15
MSTRG.8412	0
MSTRG.8413	209
MSTRG.4713	0
MSTRG.4712	1542
MSTRG.4711	0
MSTRG.4710	1656
MSTRG.4717	26
MSTRG.4716	0
MSTRG.4715	1892
MSTRG.4714	101
MSTRG.4719	32
MSTRG.4718	0
MSTRG.20796	2949
MSTRG.20797	67
MSTRG.20794	359
MSTRG.20795	46
MSTRG.20792	59
MSTRG.20793	220
MSTRG.20790	0
MSTRG.20791	0
MSTRG.31677	218
MSTRG.31676	17
MSTRG.31675	0
MSTRG.31674	0
MSTRG.31673	0
MSTRG.31672	0
MSTRG.31671	1
MSTRG.20799	238
MSTRG.987	4
MSTRG.986	0
MSTRG.985	0
MSTRG.984	1
MSTRG.983	0
MSTRG.982	0
MSTRG.35709	0
MSTRG.980	46
MSTRG.35707	216
MSTRG.35706	635
MSTRG.35705	7
MSTRG.35704	0
MSTRG.35703	88
MSTRG.35702	2284
MSTRG.989	1486
MSTRG.988	267
MSTRG.21773	2
MSTRG.21772	17
MSTRG.21771	0
MSTRG.21770	1160
MSTRG.5394	9
MSTRG.5395	0
MSTRG.21775	0
MSTRG.21774	36
MSTRG.5398	2238
MSTRG.5399	48
MSTRG.21779	36
MSTRG.21778	651
MSTRG.24421	0
MSTRG.19764	0
MSTRG.24422	152
MSTRG.37631	0
MSTRG.37630	19
MSTRG.37633	0
MSTRG.37632	159
MSTRG.37635	0
MSTRG.37634	0
MSTRG.37637	0
MSTRG.37636	43
MSTRG.37639	1069
MSTRG.37638	146
MSTRG.36940	105
MSTRG.36941	0
MSTRG.36942	0
MSTRG.36943	5
MSTRG.5978	0
MSTRG.5979	17
MSTRG.36946	106
MSTRG.36947	498
MSTRG.36948	13
MSTRG.36949	0
MSTRG.5976	159
MSTRG.5977	49
MSTRG.5970	0
MSTRG.5971	0
MSTRG.5972	0
MSTRG.5973	1549
MSTRG.28446	0
MSTRG.28447	8
MSTRG.28444	0
MSTRG.28445	211
MSTRG.28442	10
MSTRG.28443	14
MSTRG.28440	4
MSTRG.28441	481
MSTRG.28448	1124
MSTRG.28449	16
MSTRG.38814	8
MSTRG.38815	0
MSTRG.38816	0
MSTRG.38817	0
MSTRG.38810	1810
MSTRG.38811	0
MSTRG.38812	0
MSTRG.38813	130
MSTRG.38818	0
MSTRG.38819	98
MSTRG.36178	2
MSTRG.37099	427
MSTRG.37098	27
MSTRG.37095	0
MSTRG.37094	0
MSTRG.37097	350
MSTRG.37096	0
MSTRG.37091	698
MSTRG.33062	377
MSTRG.37093	0
MSTRG.37092	31
MSTRG.26818	886
MSTRG.24506	57
MSTRG.33068	0
MSTRG.26812	51
MSTRG.8120	552
MSTRG.8121	27
MSTRG.8122	249
MSTRG.29315	6818
MSTRG.29314	21
MSTRG.29317	2201
MSTRG.29316	198
MSTRG.7532	43
MSTRG.7533	501
MSTRG.7530	0
MSTRG.7531	16927
MSTRG.8124	428
MSTRG.29319	0
MSTRG.29318	194
MSTRG.7538	17916
MSTRG.7539	0
MSTRG.22898	7
MSTRG.32919	4
MSTRG.32918	465
MSTRG.8126	1062
MSTRG.32913	2820
MSTRG.32912	0
MSTRG.32911	0
MSTRG.32910	1230
MSTRG.32917	48
MSTRG.32916	357
MSTRG.32915	15
MSTRG.32914	0
MSTRG.24903	24
MSTRG.24902	2
MSTRG.24901	0
MSTRG.24900	0
MSTRG.24906	5
MSTRG.18522	0
MSTRG.24302	1317
MSTRG.18523	257
MSTRG.18520	285
MSTRG.6593	0
MSTRG.18521	0
MSTRG.6592	3
MSTRG.18526	83
MSTRG.38728	662
MSTRG.18527	0
MSTRG.38729	237
MSTRG.18524	217
MSTRG.34256	162
MSTRG.12419	4
MSTRG.6596	345
MSTRG.24008	0
MSTRG.24009	0
MSTRG.6595	131
MSTRG.24002	103
MSTRG.24003	759
MSTRG.24000	166
MSTRG.28777	12
MSTRG.24006	6
MSTRG.24007	0
MSTRG.24004	43
MSTRG.24005	859
MSTRG.38722	1871
MSTRG.22893	522
MSTRG.1908	36
MSTRG.34258	16
MSTRG.13995	8
MSTRG.34259	160
MSTRG.22892	0
MSTRG.1400	44
MSTRG.1401	0
MSTRG.30288	0
MSTRG.1408	0
MSTRG.1409	345
MSTRG.22992	129
MSTRG.23850	0
MSTRG.23851	20
MSTRG.23852	58
MSTRG.23853	336
MSTRG.23854	0
MSTRG.23855	0
MSTRG.23856	0
MSTRG.23857	0
MSTRG.23858	14
MSTRG.23859	0
MSTRG.8232	348
MSTRG.21980	177
MSTRG.21981	11
MSTRG.21982	0
MSTRG.21983	47
MSTRG.21984	29
MSTRG.21985	2
MSTRG.21986	58
MSTRG.21987	2259
MSTRG.21988	104
MSTRG.21989	47
MSTRG.30116	330
MSTRG.1963	69
MSTRG.13918	6116
MSTRG.13919	0
MSTRG.13916	0
MSTRG.13917	287
MSTRG.13914	244
MSTRG.13915	0
MSTRG.13912	12
MSTRG.13913	867
MSTRG.13910	2104
MSTRG.13911	787
MSTRG.26512	1184
MSTRG.26513	0
MSTRG.26510	45
MSTRG.26511	16746
MSTRG.26516	591
MSTRG.26517	50
MSTRG.26514	86
MSTRG.26515	801
MSTRG.26518	124
MSTRG.26519	7
MSTRG.12061	685
MSTRG.12060	41
MSTRG.12063	529
MSTRG.12062	54
MSTRG.12065	0
MSTRG.12064	98
MSTRG.12067	0
MSTRG.12066	0
MSTRG.12069	121
MSTRG.12068	0
MSTRG.17747	342
MSTRG.17746	551
MSTRG.17745	0
MSTRG.17744	0
MSTRG.17743	6868
MSTRG.17742	72
MSTRG.17741	3
MSTRG.17740	0
MSTRG.17749	548
MSTRG.17748	2099
MSTRG.24859	72
MSTRG.24858	0
MSTRG.3022	11859
MSTRG.3023	24314
MSTRG.3024	68
MSTRG.3025	6
MSTRG.3026	0
MSTRG.3027	0
MSTRG.3028	9782
MSTRG.3029	10765
MSTRG.24853	0
MSTRG.24852	0
MSTRG.16296	492
MSTRG.24854	0
MSTRG.24857	22
MSTRG.24856	93
MSTRG.28169	0
MSTRG.28168	0
MSTRG.28165	2208
MSTRG.28164	82
MSTRG.28167	0
MSTRG.28166	171
MSTRG.28161	0
MSTRG.28160	0
MSTRG.28163	0
MSTRG.28162	35
MSTRG.30159	0
MSTRG.6903	0
MSTRG.32800	5
MSTRG.11749	4
MSTRG.9706	112
MSTRG.9705	0
MSTRG.9704	1548
MSTRG.9703	19
MSTRG.9702	2095
MSTRG.9701	1052
MSTRG.4556	5
MSTRG.4559	329
MSTRG.4558	8056
MSTRG.11743	0
