#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0035639	purine ribonucleoside triphosphate binding	54	2147	0.27	0.00078	3702.AT1G09630.1,3702.AT1G10130.1,3702.AT1G15500.1,3702.AT1G26090.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G44900.1,3702.AT1G48900.1,3702.AT1G50490.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT1G62400.1,3702.AT1G67720.1,3702.AT1G72960.1,3702.AT1G73500.1,3702.AT1G75840.1,3702.AT2G18390.1,3702.AT2G23070.1,3702.AT2G24360.1,3702.AT2G29940.1,3702.AT2G33580.1,3702.AT2G35120.1,3702.AT2G38910.1,3702.AT2G43130.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G19720.1,3702.AT3G23990.1,3702.AT3G27120.1,3702.AT3G54660.1,3702.AT3G54690.1,3702.AT3G58140.1,3702.AT3G59700.1,3702.AT3G60190.1,3702.AT4G02080.1,3702.AT4G08170.2,3702.AT4G09320.1,3702.AT4G11030.1,3702.AT4G13780.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G32915.1,3702.AT4G33950.1,3702.AT4G36800.1,3702.AT5G03520.1,3702.AT5G13630.1,3702.AT5G26710.1,3702.AT5G40870.1,3702.AT5G41370.1,3702.AT5G47960.1,3702.AT5G54910.1,3702.AT5G60340.1,3702.AT5G65720.1,3702.AT5G67380.1	RAB11c,ECA3,ATNTT2,AT1G26090,AT1G30580,ABCG14,MCM2,AT1G48900,UBC20,ABCD2,ABCG36,HT1,AT1G67720,AT1G72960,MKK9,ARAC5,TTN5,AT2G23070,AT2G24360,ABCG31,LYK5,AT2G35120,CPK20,ARA4,PIE1,POK2,ARC5,HSP60,AT3G27120,GR,SETH3,AT3G58140,HLECRK,DL1E,SAR2,AT4G08170,NDPK1,AT4G11030,AT4G13780,ABCB2,RPT2a,AT4G32915,OST1,RCE1,RAB8C,GUN5,AT5G26710,UK/UPRT1,XPB1,RABA4C,AT5G54910,AAK6,NFS1,CKA1
GO:0005198	structural molecule activity	18	415	0.5	0.00097	3702.AT1G57860.1,3702.AT1G70600.1,3702.AT1G78630.1,3702.AT2G37600.2,3702.AT2G47110.1,3702.AT3G04400.1,3702.AT3G04920.1,3702.AT3G05590.1,3702.AT3G11130.1,3702.AT3G23990.1,3702.AT3G28900.1,3702.AT3G44890.1,3702.AT3G61110.1,3702.AT4G11150.1,3702.AT4G15000.1,3702.AT4G18100.1,3702.AT5G45775.2,3702.AT5G48760.2	AT1G57860.1,AT1G70600,emb1473,AT2G37600,UBQ6,emb2171,AT3G04920,RPL18,AT3G11130,HSP60,AT3G28900,RPL9,RS27A,TUF,AT4G15000,AT4G18100,AT3G58700,AT5G48760
GO:0005525	GTP binding	13	222	0.63	0.00097	3702.AT1G09630.1,3702.AT1G30580.1,3702.AT1G48900.1,3702.AT1G72960.1,3702.AT1G75840.1,3702.AT2G18390.1,3702.AT2G43130.1,3702.AT3G19720.1,3702.AT3G60190.1,3702.AT4G02080.1,3702.AT5G03520.1,3702.AT5G40870.1,3702.AT5G47960.1	RAB11c,AT1G30580,AT1G48900,AT1G72960,ARAC5,TTN5,ARA4,ARC5,DL1E,SAR2,RAB8C,UK/UPRT1,RABA4C
GO:0017111	nucleoside-triphosphatase activity	25	722	0.4	0.00097	3702.AT1G09630.1,3702.AT1G10130.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G44900.1,3702.AT1G48900.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT1G75840.1,3702.AT2G29940.1,3702.AT2G33040.1,3702.AT2G43130.1,3702.AT3G08560.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G19720.1,3702.AT3G58730.1,3702.AT3G60190.1,3702.AT4G11150.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT5G03520.1,3702.AT5G41370.1,3702.AT5G47960.1,3702.AT5G54910.1	RAB11c,ECA3,AT1G30580,ABCG14,MCM2,AT1G48900,ABCD2,ABCG36,ARAC5,ABCG31,ATP3,ARA4,VHA-E2,PIE1,POK2,ARC5,AT3G58730,DL1E,TUF,ABCB2,RPT2a,RAB8C,XPB1,RABA4C,AT5G54910
GO:0032555	purine ribonucleotide binding	54	2179	0.26	0.00097	3702.AT1G09630.1,3702.AT1G10130.1,3702.AT1G15500.1,3702.AT1G26090.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G44900.1,3702.AT1G48900.1,3702.AT1G50490.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT1G62400.1,3702.AT1G67720.1,3702.AT1G72960.1,3702.AT1G73500.1,3702.AT1G75840.1,3702.AT2G18390.1,3702.AT2G23070.1,3702.AT2G24360.1,3702.AT2G29940.1,3702.AT2G33580.1,3702.AT2G35120.1,3702.AT2G38910.1,3702.AT2G43130.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G19720.1,3702.AT3G23990.1,3702.AT3G27120.1,3702.AT3G54660.1,3702.AT3G54690.1,3702.AT3G58140.1,3702.AT3G59700.1,3702.AT3G60190.1,3702.AT4G02080.1,3702.AT4G08170.2,3702.AT4G09320.1,3702.AT4G11030.1,3702.AT4G13780.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G32915.1,3702.AT4G33950.1,3702.AT4G36800.1,3702.AT5G03520.1,3702.AT5G13630.1,3702.AT5G26710.1,3702.AT5G40870.1,3702.AT5G41370.1,3702.AT5G47960.1,3702.AT5G54910.1,3702.AT5G60340.1,3702.AT5G65720.1,3702.AT5G67380.1	RAB11c,ECA3,ATNTT2,AT1G26090,AT1G30580,ABCG14,MCM2,AT1G48900,UBC20,ABCD2,ABCG36,HT1,AT1G67720,AT1G72960,MKK9,ARAC5,TTN5,AT2G23070,AT2G24360,ABCG31,LYK5,AT2G35120,CPK20,ARA4,PIE1,POK2,ARC5,HSP60,AT3G27120,GR,SETH3,AT3G58140,HLECRK,DL1E,SAR2,AT4G08170,NDPK1,AT4G11030,AT4G13780,ABCB2,RPT2a,AT4G32915,OST1,RCE1,RAB8C,GUN5,AT5G26710,UK/UPRT1,XPB1,RABA4C,AT5G54910,AAK6,NFS1,CKA1
GO:0036094	small molecule binding	61	2633	0.23	0.0010	3702.AT1G09630.1,3702.AT1G10130.1,3702.AT1G15500.1,3702.AT1G26090.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G43710.1,3702.AT1G44900.1,3702.AT1G48900.1,3702.AT1G50490.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT1G62400.1,3702.AT1G67720.1,3702.AT1G72960.1,3702.AT1G73500.1,3702.AT1G75840.1,3702.AT1G80600.1,3702.AT2G18390.1,3702.AT2G23070.1,3702.AT2G24360.1,3702.AT2G29940.1,3702.AT2G33580.1,3702.AT2G35120.1,3702.AT2G38910.1,3702.AT2G40690.1,3702.AT2G43130.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G19720.1,3702.AT3G23990.1,3702.AT3G27120.1,3702.AT3G48560.1,3702.AT3G54660.1,3702.AT3G54690.1,3702.AT3G58140.1,3702.AT3G59700.1,3702.AT3G60190.1,3702.AT4G02080.1,3702.AT4G08170.2,3702.AT4G09320.1,3702.AT4G11030.1,3702.AT4G13780.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G32915.1,3702.AT4G33950.1,3702.AT4G34890.1,3702.AT4G36800.1,3702.AT4G37930.1,3702.AT5G03520.1,3702.AT5G13630.1,3702.AT5G26710.1,3702.AT5G40870.1,3702.AT5G41370.1,3702.AT5G47960.1,3702.AT5G49810.1,3702.AT5G54910.1,3702.AT5G60340.1,3702.AT5G65720.1,3702.AT5G67380.1	RAB11c,ECA3,ATNTT2,AT1G26090,AT1G30580,ABCG14,EMB1075,MCM2,AT1G48900,UBC20,ABCD2,ABCG36,HT1,AT1G67720,AT1G72960,MKK9,ARAC5,WIN1,TTN5,AT2G23070,AT2G24360,ABCG31,LYK5,AT2G35120,CPK20,GLY1,ARA4,PIE1,POK2,ARC5,HSP60,AT3G27120,CSR1,GR,SETH3,AT3G58140,HLECRK,DL1E,SAR2,AT4G08170,NDPK1,AT4G11030,AT4G13780,ABCB2,RPT2a,AT4G32915,OST1,XDH1,RCE1,SHM1,RAB8C,GUN5,AT5G26710,UK/UPRT1,XPB1,RABA4C,MMT,AT5G54910,AAK6,NFS1,CKA1
GO:0000166	nucleotide binding	57	2461	0.23	0.0016	3702.AT1G09630.1,3702.AT1G10130.1,3702.AT1G15500.1,3702.AT1G26090.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G44900.1,3702.AT1G48900.1,3702.AT1G50490.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT1G62400.1,3702.AT1G67720.1,3702.AT1G72960.1,3702.AT1G73500.1,3702.AT1G75840.1,3702.AT2G18390.1,3702.AT2G23070.1,3702.AT2G24360.1,3702.AT2G29940.1,3702.AT2G33580.1,3702.AT2G35120.1,3702.AT2G38910.1,3702.AT2G40690.1,3702.AT2G43130.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G19720.1,3702.AT3G23990.1,3702.AT3G27120.1,3702.AT3G48560.1,3702.AT3G54660.1,3702.AT3G54690.1,3702.AT3G58140.1,3702.AT3G59700.1,3702.AT3G60190.1,3702.AT4G02080.1,3702.AT4G08170.2,3702.AT4G09320.1,3702.AT4G11030.1,3702.AT4G13780.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G32915.1,3702.AT4G33950.1,3702.AT4G34890.1,3702.AT4G36800.1,3702.AT5G03520.1,3702.AT5G13630.1,3702.AT5G26710.1,3702.AT5G40870.1,3702.AT5G41370.1,3702.AT5G47960.1,3702.AT5G54910.1,3702.AT5G60340.1,3702.AT5G65720.1,3702.AT5G67380.1	RAB11c,ECA3,ATNTT2,AT1G26090,AT1G30580,ABCG14,MCM2,AT1G48900,UBC20,ABCD2,ABCG36,HT1,AT1G67720,AT1G72960,MKK9,ARAC5,TTN5,AT2G23070,AT2G24360,ABCG31,LYK5,AT2G35120,CPK20,GLY1,ARA4,PIE1,POK2,ARC5,HSP60,AT3G27120,CSR1,GR,SETH3,AT3G58140,HLECRK,DL1E,SAR2,AT4G08170,NDPK1,AT4G11030,AT4G13780,ABCB2,RPT2a,AT4G32915,OST1,XDH1,RCE1,RAB8C,GUN5,AT5G26710,UK/UPRT1,XPB1,RABA4C,AT5G54910,AAK6,NFS1,CKA1
GO:0008324	cation transmembrane transporter activity	16	395	0.47	0.0031	3702.AT1G10130.1,3702.AT1G19450.1,3702.AT1G30450.2,3702.AT1G59870.1,3702.AT2G01170.1,3702.AT2G01770.1,3702.AT2G33040.1,3702.AT2G38290.1,3702.AT3G02050.1,3702.AT3G08560.1,3702.AT3G53720.1,3702.AT4G04850.2,3702.AT4G11150.1,3702.AT5G11800.1,3702.AT5G26340.1,3702.AT5G26820.1	ECA3,AT1G19450,CCC1,ABCG36,GABP,VIT1,ATP3,AMT2,KUP3,VHA-E2,CHX20,KEA3,TUF,KEA6,MSS1,IREG3
GO:0015103	inorganic anion transmembrane transporter activity	7	84	0.79	0.0043	3702.AT1G08090.1,3702.AT1G30450.2,3702.AT1G80310.1,3702.AT1G80760.1,3702.AT3G61320.1,3702.AT5G50200.2,3702.AT5G60770.1	NRT2:1,CCC1,MOT2,NIP6;1,AT3G61320,WR3,NRT2.4
GO:0016787	hydrolase activity	61	2831	0.2	0.0049	3702.AT1G02660.1,3702.AT1G08510.1,3702.AT1G09160.1,3702.AT1G09630.1,3702.AT1G10130.1,3702.AT1G26560.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G44900.1,3702.AT1G47250.1,3702.AT1G48900.1,3702.AT1G49050.1,3702.AT1G52500.2,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT1G68560.1,3702.AT1G71696.2,3702.AT1G72960.1,3702.AT1G75660.1,3702.AT1G75840.1,3702.AT1G77680.1,3702.AT1G79340.1,3702.AT2G15820.1,3702.AT2G24000.1,3702.AT2G26450.1,3702.AT2G29940.1,3702.AT2G33040.1,3702.AT2G39220.1,3702.AT2G39960.1,3702.AT2G42010.1,3702.AT2G43130.1,3702.AT3G08560.1,3702.AT3G09930.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G19420.1,3702.AT3G19720.1,3702.AT3G19980.1,3702.AT3G27120.1,3702.AT3G51430.1,3702.AT3G58560.1,3702.AT3G58730.1,3702.AT3G60190.1,3702.AT4G11150.1,3702.AT4G20850.1,3702.AT4G22550.1,3702.AT4G25630.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G34980.1,3702.AT4G37470.1,3702.AT5G03520.1,3702.AT5G03610.1,3702.AT5G15720.1,3702.AT5G19730.1,3702.AT5G32470.1,3702.AT5G34940.2,3702.AT5G41370.1,3702.AT5G47960.1,3702.AT5G54910.1,3702.AT5G64440.1	AT1G02660,FATB,AT1G09160,RAB11c,ECA3,BGLU40,AT1G30580,ABCG14,MCM2,PAF2,AT1G48900,AT1G49050,MMH-1,ABCD2,ABCG36,XYL1,F26A9.4,AT1G72960,XRN3,ARAC5,AT1G77680,MC4,OTP51,scpl22,AT2G26450,ABCG31,ATP3,PLP6,AT2G39960,PLDBETA1,ARA4,VHA-E2,AT3G09930,PIE1,POK2,PTEN2,ARC5,FYPP3,AT3G27120,YLS2,AT3G58560,AT3G58730,DL1E,TUF,TPP2,LPPbeta,FIB2,ABCB2,RPT2a,SBT1.6,KAI2,RAB8C,AT5G03610,GLIP7,AT5G19730,AT5G32470,GUS3,XPB1,RABA4C,AT5G54910,FAAH
GO:1901363	heterocyclic compound binding	108	5835	0.13	0.0063	3702.AT1G09630.1,3702.AT1G10130.1,3702.AT1G15440.1,3702.AT1G15500.1,3702.AT1G21190.1,3702.AT1G21700.1,3702.AT1G22840.1,3702.AT1G26090.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G43710.1,3702.AT1G44900.1,3702.AT1G48900.1,3702.AT1G50300.1,3702.AT1G50490.1,3702.AT1G52500.2,3702.AT1G52740.1,3702.AT1G54350.1,3702.AT1G55580.1,3702.AT1G59870.1,3702.AT1G60660.1,3702.AT1G62400.1,3702.AT1G67720.1,3702.AT1G70600.1,3702.AT1G72210.1,3702.AT1G72960.1,3702.AT1G73500.1,3702.AT1G75660.1,3702.AT1G75840.1,3702.AT1G77680.1,3702.AT1G77980.1,3702.AT1G78630.1,3702.AT1G80600.1,3702.AT2G01430.1,3702.AT2G15820.1,3702.AT2G18390.1,3702.AT2G23070.1,3702.AT2G24060.1,3702.AT2G24360.1,3702.AT2G24840.1,3702.AT2G29940.1,3702.AT2G30320.1,3702.AT2G30490.1,3702.AT2G33580.1,3702.AT2G35120.1,3702.AT2G35270.1,3702.AT2G37600.2,3702.AT2G38910.1,3702.AT2G40290.1,3702.AT2G40690.1,3702.AT2G43130.1,3702.AT3G04400.1,3702.AT3G04920.1,3702.AT3G05590.1,3702.AT3G11020.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G19720.1,3702.AT3G23990.1,3702.AT3G27120.1,3702.AT3G28900.1,3702.AT3G44890.1,3702.AT3G48560.1,3702.AT3G54660.1,3702.AT3G54690.1,3702.AT3G58140.1,3702.AT3G58560.1,3702.AT3G59400.1,3702.AT3G59700.1,3702.AT3G60190.1,3702.AT4G02080.1,3702.AT4G08170.2,3702.AT4G09320.1,3702.AT4G11030.1,3702.AT4G13040.3,3702.AT4G13780.1,3702.AT4G17500.1,3702.AT4G18040.1,3702.AT4G24660.1,3702.AT4G25630.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G30220.2,3702.AT4G32915.1,3702.AT4G33950.1,3702.AT4G34890.1,3702.AT4G36800.1,3702.AT4G37930.1,3702.AT5G03520.1,3702.AT5G13630.1,3702.AT5G15180.1,3702.AT5G15800.2,3702.AT5G16820.2,3702.AT5G26710.1,3702.AT5G28770.2,3702.AT5G36110.1,3702.AT5G40870.1,3702.AT5G41370.1,3702.AT5G45775.2,3702.AT5G47960.1,3702.AT5G48760.2,3702.AT5G49810.1,3702.AT5G54910.1,3702.AT5G58760.1,3702.AT5G59180.1,3702.AT5G60340.1,3702.AT5G65720.1,3702.AT5G67380.1	RAB11c,ECA3,PWP2,ATNTT2,LSM3A,SWI3C,CYTC-1,AT1G26090,AT1G30580,ABCG14,EMB1075,MCM2,AT1G48900,TAF15,UBC20,MMH-1,HTA9,ABCD2,LAS,ABCG36,CB5LP,HT1,AT1G67720,AT1G70600,AT1G72210,AT1G72960,MKK9,XRN3,ARAC5,AT1G77680,AGL66,emb1473,WIN1,HB17,OTP51,TTN5,AT2G23070,AT2G24060,AT2G24360,AGL61,ABCG31,AT2G30320,C4H,LYK5,AT2G35120,GIK,AT2G37600,CPK20,AT2G40290,GLY1,ARA4,emb2171,AT3G04920,RPL18,DREB2B,PIE1,POK2,ARC5,HSP60,AT3G27120,AT3G28900,RPL9,CSR1,GR,SETH3,AT3G58140,AT3G58560,GUN4,HLECRK,DL1E,SAR2,AT4G08170,NDPK1,AT4G11030,AT4G13040,AT4G13780,ERF-1,EIF4E,MEE68,FIB2,ABCB2,RPT2a,RUXF,AT4G32915,OST1,XDH1,RCE1,SHM1,RAB8C,GUN5,AT5G15180,AGL2,HSF3,AT5G26710,BZO2H3,CYP716A1,UK/UPRT1,XPB1,AT3G58700,RABA4C,AT5G48760,MMT,AT5G54910,DDB2,NRPB7,AAK6,NFS1,CKA1
GO:0097159	organic cyclic compound binding	108	5841	0.13	0.0064	3702.AT1G09630.1,3702.AT1G10130.1,3702.AT1G15440.1,3702.AT1G15500.1,3702.AT1G21190.1,3702.AT1G21700.1,3702.AT1G22840.1,3702.AT1G26090.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G43710.1,3702.AT1G44900.1,3702.AT1G48900.1,3702.AT1G50300.1,3702.AT1G50490.1,3702.AT1G52500.2,3702.AT1G52740.1,3702.AT1G54350.1,3702.AT1G55580.1,3702.AT1G59870.1,3702.AT1G60660.1,3702.AT1G62400.1,3702.AT1G67720.1,3702.AT1G70600.1,3702.AT1G72210.1,3702.AT1G72960.1,3702.AT1G73500.1,3702.AT1G75660.1,3702.AT1G75840.1,3702.AT1G77680.1,3702.AT1G77980.1,3702.AT1G78630.1,3702.AT1G80600.1,3702.AT2G01430.1,3702.AT2G15820.1,3702.AT2G18390.1,3702.AT2G23070.1,3702.AT2G24060.1,3702.AT2G24360.1,3702.AT2G24840.1,3702.AT2G29940.1,3702.AT2G30320.1,3702.AT2G30490.1,3702.AT2G33580.1,3702.AT2G35120.1,3702.AT2G35270.1,3702.AT2G37600.2,3702.AT2G38910.1,3702.AT2G40290.1,3702.AT2G40690.1,3702.AT2G43130.1,3702.AT3G04400.1,3702.AT3G04920.1,3702.AT3G05590.1,3702.AT3G11020.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G19720.1,3702.AT3G23990.1,3702.AT3G27120.1,3702.AT3G28900.1,3702.AT3G44890.1,3702.AT3G48560.1,3702.AT3G54660.1,3702.AT3G54690.1,3702.AT3G58140.1,3702.AT3G58560.1,3702.AT3G59400.1,3702.AT3G59700.1,3702.AT3G60190.1,3702.AT4G02080.1,3702.AT4G08170.2,3702.AT4G09320.1,3702.AT4G11030.1,3702.AT4G13040.3,3702.AT4G13780.1,3702.AT4G17500.1,3702.AT4G18040.1,3702.AT4G24660.1,3702.AT4G25630.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G30220.2,3702.AT4G32915.1,3702.AT4G33950.1,3702.AT4G34890.1,3702.AT4G36800.1,3702.AT4G37930.1,3702.AT5G03520.1,3702.AT5G13630.1,3702.AT5G15180.1,3702.AT5G15800.2,3702.AT5G16820.2,3702.AT5G26710.1,3702.AT5G28770.2,3702.AT5G36110.1,3702.AT5G40870.1,3702.AT5G41370.1,3702.AT5G45775.2,3702.AT5G47960.1,3702.AT5G48760.2,3702.AT5G49810.1,3702.AT5G54910.1,3702.AT5G58760.1,3702.AT5G59180.1,3702.AT5G60340.1,3702.AT5G65720.1,3702.AT5G67380.1	RAB11c,ECA3,PWP2,ATNTT2,LSM3A,SWI3C,CYTC-1,AT1G26090,AT1G30580,ABCG14,EMB1075,MCM2,AT1G48900,TAF15,UBC20,MMH-1,HTA9,ABCD2,LAS,ABCG36,CB5LP,HT1,AT1G67720,AT1G70600,AT1G72210,AT1G72960,MKK9,XRN3,ARAC5,AT1G77680,AGL66,emb1473,WIN1,HB17,OTP51,TTN5,AT2G23070,AT2G24060,AT2G24360,AGL61,ABCG31,AT2G30320,C4H,LYK5,AT2G35120,GIK,AT2G37600,CPK20,AT2G40290,GLY1,ARA4,emb2171,AT3G04920,RPL18,DREB2B,PIE1,POK2,ARC5,HSP60,AT3G27120,AT3G28900,RPL9,CSR1,GR,SETH3,AT3G58140,AT3G58560,GUN4,HLECRK,DL1E,SAR2,AT4G08170,NDPK1,AT4G11030,AT4G13040,AT4G13780,ERF-1,EIF4E,MEE68,FIB2,ABCB2,RPT2a,RUXF,AT4G32915,OST1,XDH1,RCE1,SHM1,RAB8C,GUN5,AT5G15180,AGL2,HSF3,AT5G26710,BZO2H3,CYP716A1,UK/UPRT1,XPB1,AT3G58700,RABA4C,AT5G48760,MMT,AT5G54910,DDB2,NRPB7,AAK6,NFS1,CKA1
GO:0008144	drug binding	47	2074	0.22	0.0085	3702.AT1G10130.1,3702.AT1G15500.1,3702.AT1G26090.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G43710.1,3702.AT1G44900.1,3702.AT1G50490.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT1G62400.1,3702.AT1G67720.1,3702.AT1G73500.1,3702.AT1G80600.1,3702.AT2G23070.1,3702.AT2G24360.1,3702.AT2G29940.1,3702.AT2G33580.1,3702.AT2G35120.1,3702.AT2G38910.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G23990.1,3702.AT3G27120.1,3702.AT3G54660.1,3702.AT3G54690.1,3702.AT3G58140.1,3702.AT3G59700.1,3702.AT4G08170.2,3702.AT4G09320.1,3702.AT4G11030.1,3702.AT4G13780.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G32915.1,3702.AT4G33950.1,3702.AT4G36800.1,3702.AT4G37930.1,3702.AT5G13630.1,3702.AT5G26710.1,3702.AT5G40870.1,3702.AT5G41370.1,3702.AT5G49810.1,3702.AT5G54910.1,3702.AT5G60340.1,3702.AT5G65720.1,3702.AT5G67380.1	ECA3,ATNTT2,AT1G26090,AT1G30580,ABCG14,EMB1075,MCM2,UBC20,ABCD2,ABCG36,HT1,AT1G67720,MKK9,WIN1,AT2G23070,AT2G24360,ABCG31,LYK5,AT2G35120,CPK20,PIE1,POK2,HSP60,AT3G27120,GR,SETH3,AT3G58140,HLECRK,AT4G08170,NDPK1,AT4G11030,AT4G13780,ABCB2,RPT2a,AT4G32915,OST1,RCE1,SHM1,GUN5,AT5G26710,UK/UPRT1,XPB1,MMT,AT5G54910,AAK6,NFS1,CKA1
GO:0016854	racemase and epimerase activity	4	24	1.09	0.0085	3702.AT1G63180.1,3702.AT3G06860.1,3702.AT4G20460.1,3702.AT4G30440.1	UGE3,MFP2,AT4G20460,GAE1
GO:0043492	ATPase activity, coupled to movement of substances	10	199	0.57	0.0090	3702.AT1G10130.1,3702.AT1G31770.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT2G29940.1,3702.AT2G33040.1,3702.AT3G08560.1,3702.AT3G58730.1,3702.AT4G11150.1,3702.AT4G25960.1	ECA3,ABCG14,ABCD2,ABCG36,ABCG31,ATP3,VHA-E2,AT3G58730,TUF,ABCB2
GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity	3	10	1.34	0.0096	3702.AT1G14110.1,3702.AT2G03220.1,3702.AT2G15390.2	FUT9,FT1,FUT4
GO:0022890	inorganic cation transmembrane transporter activity	14	362	0.45	0.0096	3702.AT1G10130.1,3702.AT1G19450.1,3702.AT1G30450.2,3702.AT1G59870.1,3702.AT2G01770.1,3702.AT2G33040.1,3702.AT3G02050.1,3702.AT3G08560.1,3702.AT3G53720.1,3702.AT4G04850.2,3702.AT4G11150.1,3702.AT5G11800.1,3702.AT5G26340.1,3702.AT5G26820.1	ECA3,AT1G19450,CCC1,ABCG36,VIT1,ATP3,KUP3,VHA-E2,CHX20,KEA3,TUF,KEA6,MSS1,IREG3
GO:0042626	ATPase-coupled transmembrane transporter activity	10	207	0.55	0.0109	3702.AT1G10130.1,3702.AT1G31770.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT2G29940.1,3702.AT2G33040.1,3702.AT3G08560.1,3702.AT3G58730.1,3702.AT4G11150.1,3702.AT4G25960.1	ECA3,ABCG14,ABCD2,ABCG36,ABCG31,ATP3,VHA-E2,AT3G58730,TUF,ABCB2
GO:0042802	identical protein binding	12	292	0.48	0.0126	3702.AT1G79340.1,3702.AT1G80600.1,3702.AT2G03220.1,3702.AT2G15290.1,3702.AT2G30490.1,3702.AT2G33580.1,3702.AT2G42210.2,3702.AT3G19720.1,3702.AT4G24660.1,3702.AT4G33950.1,3702.AT5G28770.2,3702.AT5G37055.1	MC4,WIN1,FT1,TIC21,C4H,LYK5,OEP16-3,ARC5,MEE68,OST1,BZO2H3,SEF
GO:0015291	secondary active transmembrane transporter activity	12	304	0.46	0.0171	3702.AT1G15500.1,3702.AT1G19450.1,3702.AT1G30450.2,3702.AT1G71870.1,3702.AT2G01170.1,3702.AT2G21340.1,3702.AT2G38290.1,3702.AT3G53720.1,3702.AT3G54900.1,3702.AT4G04850.2,3702.AT5G11800.1,3702.AT5G26340.1	ATNTT2,AT1G19450,CCC1,AT1G71870,GABP,AT2G21340,AMT2,CHX20,CXIP1,KEA3,KEA6,MSS1
GO:0005524	ATP binding	43	1939	0.21	0.0179	3702.AT1G10130.1,3702.AT1G15500.1,3702.AT1G26090.1,3702.AT1G30580.1,3702.AT1G31770.1,3702.AT1G44900.1,3702.AT1G50490.1,3702.AT1G54350.1,3702.AT1G59870.1,3702.AT1G62400.1,3702.AT1G67720.1,3702.AT1G73500.1,3702.AT2G23070.1,3702.AT2G24360.1,3702.AT2G29940.1,3702.AT2G33580.1,3702.AT2G35120.1,3702.AT2G38910.1,3702.AT3G12810.1,3702.AT3G19050.1,3702.AT3G23990.1,3702.AT3G27120.1,3702.AT3G54660.1,3702.AT3G54690.1,3702.AT3G58140.1,3702.AT3G59700.1,3702.AT4G08170.2,3702.AT4G09320.1,3702.AT4G11030.1,3702.AT4G13780.1,3702.AT4G25960.1,3702.AT4G29040.1,3702.AT4G32915.1,3702.AT4G33950.1,3702.AT4G36800.1,3702.AT5G13630.1,3702.AT5G26710.1,3702.AT5G40870.1,3702.AT5G41370.1,3702.AT5G54910.1,3702.AT5G60340.1,3702.AT5G65720.1,3702.AT5G67380.1	ECA3,ATNTT2,AT1G26090,AT1G30580,ABCG14,MCM2,UBC20,ABCD2,ABCG36,HT1,AT1G67720,MKK9,AT2G23070,AT2G24360,ABCG31,LYK5,AT2G35120,CPK20,PIE1,POK2,HSP60,AT3G27120,GR,SETH3,AT3G58140,HLECRK,AT4G08170,NDPK1,AT4G11030,AT4G13780,ABCB2,RPT2a,AT4G32915,OST1,RCE1,GUN5,AT5G26710,UK/UPRT1,XPB1,AT5G54910,AAK6,NFS1,CKA1
