jg12424	jg12424.t1	GO:0005737
jg12383	jg12383.t1	GO:0005737
jg12121	jg12121.t1	GO:0005737
jg12207	jg12207.t1	GO:0016021
jg12023	jg12023.t1	GO:0005618
jg11581	jg11581.t1	GO:0000159
jg11921	jg11921.t1	GO:0005737
jg12294	jg12294.t1	GO:0005737
jg11784	jg11784.t1	GO:0005737
jg11864	jg11864.t1	GO:0005737
jg11979	jg11979.t1	GO:0005737
jg11838	jg11838.t1	GO:0005635
jg12569	jg12569.t1	GO:0005737
jg11614	jg11614.t1	GO:0005694
jg11865	jg11865.t1	GO:0005737
jg11886	jg11886.t1	GO:0005737
jg12175	jg12175.t1	GO:0005737
jg12159	jg12159.t1	GO:0005737
jg11954	jg11954.t1	GO:0005737
jg11663	jg11663.t1	GO:0005618
jg12437	jg12437.t1	GO:0000502
jg12058	jg12058.t1	GO:0016021
jg12295	jg12295.t1	GO:0005737
jg11475	jg11475.t1	GO:0005737
jg12611	jg12611.t1	GO:0005737
jg12176	jg12176.t1	GO:0030529
jg12585	jg12585.t1	GO:0005737
jg12080	jg12080.t1	GO:0005737
jg12402	jg12402.t1	GO:0000159
jg12132	jg12132.t1	GO:0005618
jg11856	jg11856.t1	GO:0005737
jg12047	jg12047.t1	GO:0043231
jg12373	jg12373.t1	GO:0005618
jg11499	jg11499.t1	GO:0005737
jg11932	jg11932.t1	GO:0005737
jg11545	jg11545.t1	GO:0043231
jg12322	jg12322.t1	GO:0005694
jg11756	jg11756.t1	GO:0005737
jg11489	jg11489.t1	GO:0043231
jg12113	jg12113.t1	GO:0005737
jg12400	jg12400.t1	GO:0043231
jg12279	jg12279.t1	GO:0005737
jg11697	jg11697.t1	GO:0005737
jg12068	jg12068.t1	GO:0005737
jg11604	jg11604.t1	GO:0005737
jg11964	jg11964.t1	GO:0005737
jg12491	jg12491.t1	GO:0005737
jg12574	jg12574.t1	GO:0005737
jg11432	jg11432.t1	GO:0005737
jg11667	jg11667.t1	GO:0005737
jg11692	jg11692.t1	GO:0005737
jg11410	jg11410.t1	GO:0005737
jg12149	jg12149.t1	GO:0043231
jg12417	jg12417.t1	GO:0005737
jg12475	jg12475.t1	GO:0016021
jg11682	jg11682.t1	GO:0005618
jg11426	jg11426.t1	GO:0043231
jg11668	jg11668.t1	GO:0016021
jg12454	jg12454.t1	GO:0005737
jg11721	jg11721.t1	GO:0043231
jg12151	jg12151.t1	GO:0005737
jg11908	jg11908.t1	GO:0005737
jg12137	jg12137.t1	GO:0016021
jg12110	jg12110.t1	GO:0000159
jg12108	jg12108.t1	GO:0005737
jg11910	jg11910.t1	GO:0005737
jg11937	jg11937.t1	GO:0000502
jg11402	jg11402.t1	GO:0043231
jg12042	jg12042.t1	GO:0005737
jg11412	jg11412.t1	GO:0005737
jg12524	jg12524.t1	GO:0005737
jg12019	jg12019.t1	GO:0005694
jg12372	jg12372.t1	GO:0005737
jg12229	jg12229.t1	GO:0009521
jg12191	jg12191.t1	GO:0016021
jg12499	jg12499.t1	GO:0005737
jg12546	jg12546.t1	GO:0005737
jg12407	jg12407.t1	GO:0000502
jg11771	jg11771.t1	GO:0005737
jg11746	jg11746.t1	GO:0005737
jg11579	jg11579.t1	GO:0043231
jg11643	jg11643.t1	GO:0016021
jg12609	jg12609.t1	GO:0005737
jg11724	jg11724.t1	GO:0043231
jg12193	jg12193.t1	GO:0005737
jg12061	jg12061.t1	GO:0005737
jg12602	jg12602.t1	GO:0005737
jg12163	jg12163.t1	GO:0005737
jg12018	jg12018.t1	GO:0043231
jg12114	jg12114.t1	GO:0005694
jg11578	jg11578.t1	GO:0005737
jg12625	jg12625.t1	GO:0005737
jg12206	jg12206.t1	GO:0016021
jg12140	jg12140.t1	GO:0005737
jg11816	jg11816.t1	GO:0005737
jg11720	jg11720.t1	GO:0005737
jg12386	jg12386.t1	GO:0005737
jg11987	jg11987.t1	GO:0005618
jg12520	jg12520.t1	GO:0005737
jg12104	jg12104.t1	GO:0005737
jg11997	jg11997.t1	GO:0043231
jg11638	jg11638.t1	GO:0005618
jg12008	jg12008.t1	GO:0005737
jg12010	jg12010.t1	GO:0005694
jg12197	jg12197.t1	GO:0005737
jg12458	jg12458.t1	GO:0005737
jg11953	jg11953.t1	GO:0016021
jg12062	jg12062.t1	GO:0005737
jg12460	jg12460.t1	GO:0005737
jg11487	jg11487.t1	GO:0043231
jg12346	jg12346.t1	GO:0005737
jg11947	jg11947.t1	GO:0005737
jg12440	jg12440.t1	GO:0043231
jg11482	jg11482.t1	GO:0043231
jg11608	jg11608.t1	GO:0005737
jg12578	jg12578.t1	GO:0043231
jg12134	jg12134.t1	GO:0043231
jg11878	jg11878.t1	GO:0005737
jg12099	jg12099.t1	GO:0005737
jg12064	jg12064.t1	GO:0005737
jg11447	jg11447.t1	GO:0001411
jg11998	jg11998.t1	GO:0031225
jg12007	jg12007.t1	GO:0043231
jg12150	jg12150.t1	GO:0005737
jg12182	jg12182.t1	GO:0043231
jg11911	jg11911.t1	GO:0005737
jg11950	jg11950.t1	GO:0005737
jg12419	jg12419.t1	GO:0005737
jg11452	jg11452.t1	GO:0005737
jg11633	jg11633.t1	GO:0005737
jg12059	jg12059.t1	GO:0000151
jg12227	jg12227.t1	GO:0005737
jg11691	jg11691.t1	GO:0005618
jg12101	jg12101.t1	GO:0005737
jg12442	jg12442.t1	GO:0005737
jg12404	jg12404.t1	GO:0000502
jg12030	jg12030.t1	GO:0000151
jg12535	jg12535.t1	GO:0043231
jg11516	jg11516.t1	GO:0043231
jg11736	jg11736.t1	GO:0005737
jg11827	jg11827.t1	GO:0016021
jg12041	jg12041.t1	GO:0005737
jg11458	jg11458.t1	GO:0005737
jg12152	jg12152.t1	GO:0005737
jg11612	jg11612.t1	GO:0005737
jg12487	jg12487.t1	GO:0005737
jg12236	jg12236.t1	GO:0005737
jg11750	jg11750.t1	GO:0043231
jg12562	jg12562.t1	GO:0000813
jg12172	jg12172.t1	GO:0005737
jg11798	jg11798.t1	GO:0043231
jg12422	jg12422.t1	GO:0005635
jg11423	jg11423.t1	GO:0005737
jg12534	jg12534.t1	GO:0005737
jg11839	jg11839.t1	GO:0005737
jg11978	jg11978.t1	GO:0005737
jg11882	jg11882.t1	GO:0016021
jg12381	jg12381.t1	GO:0005737
jg12298	jg12298.t1	GO:0000151
jg12550	jg12550.t1	GO:0005737
jg12268	jg12268.t1	GO:0005737
jg12239	jg12239.t1	GO:0005737
jg11858	jg11858.t1	GO:0005737
jg12501	jg12501.t1	GO:0005737
jg11927	jg11927.t1	GO:0005737
jg11587	jg11587.t1	GO:0005737
jg12590	jg12590.t1	GO:0005737
jg12441	jg12441.t1	GO:0016021
jg12201	jg12201.t1	GO:0005737
jg11504	jg11504.t1	GO:0005737
jg12066	jg12066.t1	GO:0005737
jg11843	jg11843.t1	GO:0043231
jg11760	jg11760.t1	GO:0005635
jg11470	jg11470.t1	GO:0005737
jg12416	jg12416.t1	GO:0005737
jg11645	jg11645.t1	GO:0005737
jg11973	jg11973.t1	GO:0043231
jg12332	jg12332.t1	GO:0005737
jg12531	jg12531.t1	GO:0005737
jg11863	jg11863.t1	GO:0005737
jg11695	jg11695.t1	GO:0005737
jg11422	jg11422.t1	GO:0005737
jg11714	jg11714.t1	GO:0005737
jg11582	jg11582.t1	GO:0043231
jg11922	jg11922.t1	GO:0005737
jg12540	jg12540.t1	GO:0005737
jg11757	jg11757.t1	GO:0005737
jg11405	jg11405.t1	GO:0000151
jg12375	jg12375.t1	GO:0000151
jg11753	jg11753.t1	GO:0005737
jg12317	jg12317.t1	GO:0005737
jg11704	jg11704.t1	GO:0005737
jg11590	jg11590.t1	GO:0005737
jg11767	jg11767.t1	GO:0005618
jg11797	jg11797.t1	GO:0005737
jg11916	jg11916.t1	GO:0005737
jg12553	jg12553.t1	GO:0005737
jg11920	jg11920.t1	GO:0005737
jg11552	jg11552.t1	GO:0005737
jg11809	jg11809.t1	GO:0005737
jg12177	jg12177.t1	GO:0043231
jg12376	jg12376.t1	GO:0005737
jg11655	jg11655.t1	GO:0005737
jg11748	jg11748.t1	GO:0005737
jg123	jg123.t1	GO:0005618
jg122	jg122.t1	GO:0005737
jg127	jg127.t1	GO:0005737
jg33700	jg33700.t1	GO:0005737
jg8658	jg8658.t1	GO:0005737
jg7	jg7.t1	GO:0005737
jg8	jg8.t1	GO:0016021
jg35221	jg35221.t1	GO:0005737
jg35220	jg35220.t1	GO:0005737
jg7445	jg7445.t1	GO:0005737
jg7439	jg7439.t1	GO:0005737
jg19576	jg19576.t1	GO:0043231
jg20144	jg20144.t1	GO:0043231
jg18918	jg18918.t1	GO:0000502
jg19304	jg19304.t1	GO:0005737
jg19166	jg19166.t1	GO:0005737
jg18961	jg18961.t1	GO:0005737
jg19623	jg19623.t1	GO:0005737
jg126	jg126.t1	GO:0005737
jg18933	jg18933.t1	GO:0005694
jg12038	jg12038.t1	GO:0043231
jg20053	jg20053.t1	GO:0043231
jg19849	jg19849.t1	GO:0005737
jg19737	jg19737.t1	GO:0005737
jg19203	jg19203.t1	GO:0005737
jg19213	jg19213.t1	GO:0005737
jg20057	jg20057.t1	GO:0005694
jg20229	jg20229.t1	GO:0000151
jg20191	jg20191.t1	GO:0016021
jg19594	jg19594.t1	GO:0016021
jg19700	jg19700.t1	GO:0005737
jg20133	jg20133.t1	GO:0009279
jg19207	jg19207.t1	GO:0005737
jg12377	jg12377.t1	GO:0043231
jg12003	jg12003.t1	GO:0043231
jg19121	jg19121.t1	GO:0005635
jg19733	jg19733.t1	GO:0016021
jg19023	jg19023.t1	GO:0005618
jg19155	jg19155.t1	GO:0005737
jg19946	jg19946.t1	GO:0005737
jg20245	jg20245.t1	GO:0005737
jg19363	jg19363.t1	GO:0005737
jg19781	jg19781.t1	GO:0016021
jg12303	jg12303.t1	GO:0005737
jg20083	jg20083.t1	GO:0005737
jg20040	jg20040.t1	GO:0005737
jg19929	jg19929.t1	GO:0005737
jg19445	jg19445.t1	GO:0005737
jg19510	jg19510.t1	GO:0016021
jg19537	jg19537.t1	GO:0005737
jg19015	jg19015.t1	GO:0005737
jg19876	jg19876.t1	GO:0000151
jg19077	jg19077.t1	GO:0005737
jg19775	jg19775.t1	GO:0005618
jg19985	jg19985.t1	GO:0005737
jg19020	jg19020.t1	GO:0043231
jg20060	jg20060.t1	GO:0005618
jg19210	jg19210.t1	GO:0005737
jg19237	jg19237.t1	GO:0005635
jg20316	jg20316.t1	GO:0005737
jg19703	jg19703.t1	GO:0000151
jg20175	jg20175.t1	GO:0005737
jg19466	jg19466.t1	GO:0043231
jg20315	jg20315.t1	GO:0005737
jg20320	jg20320.t1	GO:0005737
jg19854	jg19854.t1	GO:0005737
jg19995	jg19995.t1	GO:0016021
jg19360	jg19360.t1	GO:0005737
jg19776	jg19776.t1	GO:0005618
jg18994	jg18994.t1	GO:0000151
jg18969	jg18969.t1	GO:0000311
jg19605	jg19605.t1	GO:0005737
jg20092	jg20092.t1	GO:0005737
jg19006	jg19006.t1	GO:0005737
jg19281	jg19281.t1	GO:0005737
jg19979	jg19979.t1	GO:0005737
jg19869	jg19869.t1	GO:0005737
jg19789	jg19789.t1	GO:0005737
jg20088	jg20088.t1	GO:0005737
jg19022	jg19022.t1	GO:0005737
jg19581	jg19581.t1	GO:0005737
jg19921	jg19921.t1	GO:0005737
jg19512	jg19512.t1	GO:0005737
jg20328	jg20328.t1	GO:0005737
jg19311	jg19311.t1	GO:0005737
jg20164	jg20164.t1	GO:0005694
jg20194	jg20194.t1	GO:0030529
jg19073	jg19073.t1	GO:0043231
jg19956	jg19956.t1	GO:0043231
jg19533	jg19533.t1	GO:0005737
jg20274	jg20274.t1	GO:0005618
jg18885	jg18885.t1	GO:0043231
jg19261	jg19261.t1	GO:0005737
jg20082	jg20082.t1	GO:0005618
jg20275	jg20275.t1	GO:0005737
jg19976	jg19976.t1	GO:0005618
jg20230	jg20230.t1	GO:0030529
jg19866	jg19866.t1	GO:0005737
jg19475	jg19475.t1	GO:0043231
jg20035	jg20035.t1	GO:0005737
jg19441	jg19441.t1	GO:0005737
jg19663	jg19663.t1	GO:0005737
jg20185	jg20185.t1	GO:0043231
jg19048	jg19048.t1	GO:0005737
jg19693	jg19693.t1	GO:0005737
jg19149	jg19149.t1	GO:0016021
jg20276	jg20276.t1	GO:0030529
jg19895	jg19895.t1	GO:0005737
jg20284	jg20284.t1	GO:0005737
jg19994	jg19994.t1	GO:0000502
jg19938	jg19938.t1	GO:0043231
jg20232	jg20232.t1	GO:0016021
jg19821	jg19821.t1	GO:0005737
jg19545	jg19545.t1	GO:0005737
jg19112	jg19112.t1	GO:0005737
jg20319	jg20319.t1	GO:0005737
jg19484	jg19484.t1	GO:0005737
jg19721	jg19721.t1	GO:0005737
jg19438	jg19438.t1	GO:0005737
jg20078	jg20078.t1	GO:0005618
jg20174	jg20174.t1	GO:0005737
jg20299	jg20299.t1	GO:0005737
jg20121	jg20121.t1	GO:0016021
jg19989	jg19989.t1	GO:0043231
jg18996	jg18996.t1	GO:0005737
jg18985	jg18985.t1	GO:0005737
jg20207	jg20207.t1	GO:0005737
jg19019	jg19019.t1	GO:0005737
jg19774	jg19774.t1	GO:0005737
jg20269	jg20269.t1	GO:0043231
jg19908	jg19908.t1	GO:0005737
jg20301	jg20301.t1	GO:0005737
jg19668	jg19668.t1	GO:0005737
jg19585	jg19585.t1	GO:0005737
jg19080	jg19080.t1	GO:0005737
jg18971	jg18971.t1	GO:0005737
jg19611	jg19611.t1	GO:0005737
jg19159	jg19159.t1	GO:0005737
jg19001	jg19001.t1	GO:0005737
jg20210	jg20210.t1	GO:0005618
jg19316	jg19316.t1	GO:0005737
jg19586	jg19586.t1	GO:0043231
jg19039	jg19039.t1	GO:0005737
jg19680	jg19680.t1	GO:0005635
jg19068	jg19068.t1	GO:0005694
jg20073	jg20073.t1	GO:0005737
jg19255	jg19255.t1	GO:0005635
jg19279	jg19279.t1	GO:0000502
jg19771	jg19771.t1	GO:0005737
jg19050	jg19050.t1	GO:0016021
jg19011	jg19011.t1	GO:0005737
jg20028	jg20028.t1	GO:0005737
jg19601	jg19601.t1	GO:0005737
jg19871	jg19871.t1	GO:0043231
jg19132	jg19132.t1	GO:0005737
jg20212	jg20212.t1	GO:0031225
jg19900	jg19900.t1	GO:0043231
jg19660	jg19660.t1	GO:0005737
jg19111	jg19111.t1	GO:0016021
jg11942	jg11942.t1	GO:0043231
jg19940	jg19940.t1	GO:0005737
jg20293	jg20293.t1	GO:0005618
jg19278	jg19278.t1	GO:0043231
jg19094	jg19094.t1	GO:0005737
jg19728	jg19728.t1	GO:0005737
jg19641	jg19641.t1	GO:0005737
jg19630	jg19630.t1	GO:0000151
jg19089	jg19089.t1	GO:0043231
jg19188	jg19188.t1	GO:0005737
jg20307	jg20307.t1	GO:0043231
jg18973	jg18973.t1	GO:0005618
jg19713	jg19713.t1	GO:0005737
jg19041	jg19041.t1	GO:0005737
jg19815	jg19815.t1	GO:0005618
jg11596	jg11596.t1	GO:0005737
jg19664	jg19664.t1	GO:0005737
jg19967	jg19967.t1	GO:0005737
jg20267	jg20267.t1	GO:0005618
jg19535	jg19535.t1	GO:0005635
jg20242	jg20242.t1	GO:0005737
jg20297	jg20297.t1	GO:0005737
jg18883	jg18883.t1	GO:0005737
jg19003	jg19003.t1	GO:0005694
jg20341	jg20341.t1	GO:0005737
jg19409	jg19409.t1	GO:0005737
jg19632	jg19632.t1	GO:0005737
jg19321	jg19321.t1	GO:0005737
jg20292	jg20292.t1	GO:0005618
jg19911	jg19911.t1	GO:0005737
jg20333	jg20333.t1	GO:0005737
jg19222	jg19222.t1	GO:0005737
jg19379	jg19379.t1	GO:0016021
jg19447	jg19447.t1	GO:0005667
jg19314	jg19314.t1	GO:0005737
jg18936	jg18936.t1	GO:0005737
jg19626	jg19626.t1	GO:0005618
jg20021	jg20021.t1	GO:0005737
jg19439	jg19439.t1	GO:0005737
jg20074	jg20074.t1	GO:0005737
jg19205	jg19205.t1	GO:0005618
jg19992	jg19992.t1	GO:0043231
jg20178	jg20178.t1	GO:0005737
jg20250	jg20250.t1	GO:0043231
jg19163	jg19163.t1	GO:0005737
jg19872	jg19872.t1	GO:0005737
jg19091	jg19091.t1	GO:0016021
jg19460	jg19460.t1	GO:0005737
jg18862	jg18862.t1	GO:0005737
jg18888	jg18888.t1	GO:0016021
jg19366	jg19366.t1	GO:0005737
jg19401	jg19401.t1	GO:0005737
jg19943	jg19943.t1	GO:0005737
jg19520	jg19520.t1	GO:0016021
jg19577	jg19577.t1	GO:0005618
jg19385	jg19385.t1	GO:0005737
jg19870	jg19870.t1	GO:0005694
jg19386	jg19386.t1	GO:0005737
jg19990	jg19990.t1	GO:0005737
jg18898	jg18898.t1	GO:0043231
jg19365	jg19365.t1	GO:0005737
jg19216	jg19216.t1	GO:0043231
jg20308	jg20308.t1	GO:0005737
jg20066	jg20066.t1	GO:0043231
jg19452	jg19452.t1	GO:0005737
jg20089	jg20089.t1	GO:0005737
jg20084	jg20084.t1	GO:0043231
jg20329	jg20329.t1	GO:0043231
jg19898	jg19898.t1	GO:0043231
jg19364	jg19364.t1	GO:0000502
jg19240	jg19240.t1	GO:0005737
jg19128	jg19128.t1	GO:0005737
jg20111	jg20111.t1	GO:0005737
jg19293	jg19293.t1	GO:0005737
jg19768	jg19768.t1	GO:0005618
jg19384	jg19384.t1	GO:0005737
jg20048	jg20048.t1	GO:0005737
jg19478	jg19478.t1	GO:0030529
jg20168	jg20168.t1	GO:0016021
jg19242	jg19242.t1	GO:0005737
jg19504	jg19504.t1	GO:0043231
jg20158	jg20158.t1	GO:0005737
jg20054	jg20054.t1	GO:0005737
jg19115	jg19115.t1	GO:0005737
jg19843	jg19843.t1	GO:0005737
jg19376	jg19376.t1	GO:0005737
jg19927	jg19927.t1	GO:0043231
jg19317	jg19317.t1	GO:0005737
jg18878	jg18878.t1	GO:0005737
jg12292	jg12292.t1	GO:0005737
jg19303	jg19303.t1	GO:0016021
jg19801	jg19801.t1	GO:0005737
jg20143	jg20143.t1	GO:0005953
jg19671	jg19671.t1	GO:0005737
jg19840	jg19840.t1	GO:0043231
jg20018	jg20018.t1	GO:0005635
jg19428	jg19428.t1	GO:0005737
jg20033	jg20033.t1	GO:0005737
jg20193	jg20193.t1	GO:0005737
jg19250	jg19250.t1	GO:0043231
jg18942	jg18942.t1	GO:0005737
jg20081	jg20081.t1	GO:0005618
jg12304	jg12304.t1	GO:0005737
jg19247	jg19247.t1	GO:0005737
jg20206	jg20206.t1	GO:0005737
jg18997	jg18997.t1	GO:0005737
jg20183	jg20183.t1	GO:0005737
jg20321	jg20321.t1	GO:0005737
jg19893	jg19893.t1	GO:0043231
jg19740	jg19740.t1	GO:0005737
jg19783	jg19783.t1	GO:0005737
jg19655	jg19655.t1	GO:0005737
jg18957	jg18957.t1	GO:0005737
jg19416	jg19416.t1	GO:0005737
jg19804	jg19804.t1	GO:0009521
jg20049	jg20049.t1	GO:0043231
jg19897	jg19897.t1	GO:0005737
jg19920	jg19920.t1	GO:0005737
jg19887	jg19887.t1	GO:0005737
jg19709	jg19709.t1	GO:0005737
jg19916	jg19916.t1	GO:0005737
jg19415	jg19415.t1	GO:0005737
jg19477	jg19477.t1	GO:0005737
jg19848	jg19848.t1	GO:0043231
jg19420	jg19420.t1	GO:0005737
jg18983	jg18983.t1	GO:0016021
jg19501	jg19501.t1	GO:0005737
jg31967	jg31967.t1	GO:0005737
jg31964	jg31964.t1	GO:0043231
jg31965	jg31965.t1	GO:0000502
jg76	jg76.t1	GO:0005737
jg37380	jg37380.t1	GO:0005737
jg10063	jg10063.t1	GO:0005737
jg10066	jg10066.t1	GO:0043231
jg10065	jg10065.t1	GO:0005737
jg99	jg99.t1	GO:0005737
jg13	jg13.t1	GO:0005737
jg11	jg11.t1	GO:0005737
jg18328	jg18328.t1	GO:0043231
jg18189	jg18189.t1	GO:0005737
jg18412	jg18412.t1	GO:0005737
jg18829	jg18829.t1	GO:0005737
jg18256	jg18256.t1	GO:0005737
jg17978	jg17978.t1	GO:0043231
jg18658	jg18658.t1	GO:0005737
jg18601	jg18601.t1	GO:0005737
jg17847	jg17847.t1	GO:0016021
jg17862	jg17862.t1	GO:0005737
jg18113	jg18113.t1	GO:0005737
jg17734	jg17734.t1	GO:0005737
jg18574	jg18574.t1	GO:0005618
jg18491	jg18491.t1	GO:0005737
jg17768	jg17768.t1	GO:0005737
jg18164	jg18164.t1	GO:0000502
jg17888	jg17888.t1	GO:0000502
jg18680	jg18680.t1	GO:0005737
jg18107	jg18107.t1	GO:0005737
jg18090	jg18090.t1	GO:0005737
jg17790	jg17790.t1	GO:0016021
jg17880	jg17880.t1	GO:0005737
jg18688	jg18688.t1	GO:0005737
jg18060	jg18060.t1	GO:0005737
jg18058	jg18058.t1	GO:0016021
jg18408	jg18408.t1	GO:0043231
jg19035	jg19035.t1	GO:0005737
jg18425	jg18425.t1	GO:0005737
jg18001	jg18001.t1	GO:0005737
jg17858	jg17858.t1	GO:0005737
jg17646	jg17646.t1	GO:0043231
jg17624	jg17624.t1	GO:0005737
jg18634	jg18634.t1	GO:0005737
jg18668	jg18668.t1	GO:0005737
jg17780	jg17780.t1	GO:0005737
jg19582	jg19582.t1	GO:0005737
jg17970	jg17970.t1	GO:0005618
jg18080	jg18080.t1	GO:0005737
jg18639	jg18639.t1	GO:0043231
jg18019	jg18019.t1	GO:0005618
jg18524	jg18524.t1	GO:0005737
jg17714	jg17714.t1	GO:0043231
jg18118	jg18118.t1	GO:0005737
jg17696	jg17696.t1	GO:0005737
jg18224	jg18224.t1	GO:0005737
jg18464	jg18464.t1	GO:0005618
jg18648	jg18648.t1	GO:0005737
jg18229	jg18229.t1	GO:0005618
jg18191	jg18191.t1	GO:0016021
jg18469	jg18469.t1	GO:0016021
jg18372	jg18372.t1	GO:0005737
jg18323	jg18323.t1	GO:0000311
jg17863	jg17863.t1	GO:0043231
jg18821	jg18821.t1	GO:0005737
jg17973	jg17973.t1	GO:0000502
jg17842	jg17842.t1	GO:0016021
jg20198	jg20198.t1	GO:0005737
jg18614	jg18614.t1	GO:0005929
jg18785	jg18785.t1	GO:0005737
jg18126	jg18126.t1	GO:0005737
jg18441	jg18441.t1	GO:0043231
jg18102	jg18102.t1	GO:0043231
jg11491	jg11491.t1	GO:0005737
jg17621	jg17621.t1	GO:0005737
jg18640	jg18640.t1	GO:0043231
jg17887	jg17887.t1	GO:0005737
jg17767	jg17767.t1	GO:0005737
jg18108	jg18108.t1	GO:0005737
jg17704	jg17704.t1	GO:0005737
jg18459	jg18459.t1	GO:0005737
jg18795	jg18795.t1	GO:0005618
jg18151	jg18151.t1	GO:0005737
jg18137	jg18137.t1	GO:0000151
jg18769	jg18769.t1	GO:0005737
jg17806	jg17806.t1	GO:0005737
jg18518	jg18518.t1	GO:0005737
jg18129	jg18129.t1	GO:0005737
jg18200	jg18200.t1	GO:0005737
jg17983	jg17983.t1	GO:0005635
jg18171	jg18171.t1	GO:0005737
jg18392	jg18392.t1	GO:0005737
jg19597	jg19597.t1	GO:0005737
jg18350	jg18350.t1	GO:0005737
jg17873	jg17873.t1	GO:0005737
jg17993	jg17993.t1	GO:0005737
jg17617	jg17617.t1	GO:0005618
jg17914	jg17914.t1	GO:0005737
jg12344	jg12344.t1	GO:0005737
jg18339	jg18339.t1	GO:0005737
jg18615	jg18615.t1	GO:0005737
jg18016	jg18016.t1	GO:0005618
jg18830	jg18830.t1	GO:0005667
jg17694	jg17694.t1	GO:0005737
jg17664	jg17664.t1	GO:0005737
jg18202	jg18202.t1	GO:0005737
jg17967	jg17967.t1	GO:0016021
jg18244	jg18244.t1	GO:0005737
jg18466	jg18466.t1	GO:0005737
jg18301	jg18301.t1	GO:0005737
jg18251	jg18251.t1	GO:0005737
jg17720	jg17720.t1	GO:0005618
jg18606	jg18606.t1	GO:0005737
jg18537	jg18537.t1	GO:0005737
jg18343	jg18343.t1	GO:0005737
jg17939	jg17939.t1	GO:0005618
jg18319	jg18319.t1	GO:0005737
jg17998	jg17998.t1	GO:0005737
jg17934	jg17934.t1	GO:0005737
jg18314	jg18314.t1	GO:0043231
jg18289	jg18289.t1	GO:0005737
jg18532	jg18532.t1	GO:0005737
jg17911	jg17911.t1	GO:0005737
jg17950	jg17950.t1	GO:0005737
jg18284	jg18284.t1	GO:0005694
jg17772	jg17772.t1	GO:0005737
jg18294	jg18294.t1	GO:0005737
jg19040	jg19040.t1	GO:0005737
jg18238	jg18238.t1	GO:0005618
jg18791	jg18791.t1	GO:0000502
jg18299	jg18299.t1	GO:0005737
jg17947	jg17947.t1	GO:0005737
jg18471	jg18471.t1	GO:0012506
jg18538	jg18538.t1	GO:0005737
jg17988	jg17988.t1	GO:0000151
jg18599	jg18599.t1	GO:0005737
jg18213	jg18213.t1	GO:0016021
jg17735	jg17735.t1	GO:0005737
jg18195	jg18195.t1	GO:0016021
jg18070	jg18070.t1	GO:0005737
jg18751	jg18751.t1	GO:0005737
jg18259	jg18259.t1	GO:0005737
jg18503	jg18503.t1	GO:0005737
jg18217	jg18217.t1	GO:0005737
jg17681	jg17681.t1	GO:0043231
jg18672	jg18672.t1	GO:0005737
jg19837	jg19837.t1	GO:0005737
jg18623	jg18623.t1	GO:0016021
jg18342	jg18342.t1	GO:0005737
jg12057	jg12057.t1	GO:0005737
jg18794	jg18794.t1	GO:0043231
jg17827	jg17827.t1	GO:0005737
jg17618	jg17618.t1	GO:0005737
jg18837	jg18837.t1	GO:0005737
jg18726	jg18726.t1	GO:0005737
jg18344	jg18344.t1	GO:0016021
jg18420	jg18420.t1	GO:0005737
